cell,flux,tbr,tbr_stdev,"U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","U238(n,fis)","U238(n,fis)_stdev",heat_eV_src,heat_eV_src_stdev
11,3.0921921305342464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454545.1814789965,144.0047403897526
21,6.184618597695241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587559.6418756085,148.52698818764478
12,30.876565658221057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490017.0877704793,117.6327809845548
22,6.198703946299129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541432.9581164994,151.0584015064707
31,272.15960092449393,0.8009112094171071,0.00022577411780380318,0.01725141504539343,6.922799370570937e-06,76.57937459116273,0.03073044413014567,0.799194045239862,0.00022514994812968867,0.0017171641772451226,6.241696741145077e-07,0.00757663458950839,1.6415696171188924e-06,10760948.223398738,2042.3663452993585
23,27.69777953018591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416352.7273548921,298.5448333771049
32,121.76166938719012,0.42640492331069335,0.00019370986066341754,0.010086590042993284,7.827977770752634e-06,44.774573866398974,0.034748549056434215,0.42622249345979923,0.00019351931747997825,0.00018242985089413348,1.9054318343930222e-07,0.001229459909627245,7.837735344517328e-07,3309356.4404301452,1291.3590869084965
24,11.106725877111451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75311.1689128047,180.48931305139783
41,1.7536625348280221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25975.947203443404,74.29614358606138
42,12.65239508127639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147596.1394985968,293.4029942532756
25,7.662118067385045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64679.73669373285,58.2670613448825
33,31.379473565857197,0.1240296280410752,0.00010196260074139802,0.003135235359486842,3.848215062206917e-06,13.917372134044907,0.0170823032186446,0.12401321794155921,0.00010189684498723921,1.6410099515985825e-05,6.575575415881217e-08,0.00014834212327520082,3.159690340409147e-07,799476.3359027688,541.5214359388353
26,6.880857490640186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41312.70012377185,104.08888021645816
43,1.1093914082262422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15097.441194645837,47.967852498010984
44,8.111832860703638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92679.31294528164,201.82714513724076
total,548.6275870606478,1.3513457607688757,0.0005214465792086187,0.030473240447873556,1.8598992203530485e-05,135.2713205916066,0.08256129640522449,1.3494297566412206,0.0005205661105969062,0.001916004127655242,8.804686117126222e-07,0.008954436622410834,2.74131218561154e-06,17822341.042900402,5695.354002679545
