cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"Th232(n,fis)","Th232(n,fis)_stdev","Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr
11,3.2027495869350076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,6.40519051835643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,31.993529598930138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6.428254809403226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,274.39698638448596,0.8956073976486746,0.0002536223459157044,0.0017929590356343273,6.956525414028816e-07,0.897400356684309,0.0002543179984571073,0.0017929590356343273,1.1060074998850398e-05,9.15987914725353e-05,3.579495734611051e-08,0.39638202185061067
23,27.06770167755995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,111.97804565899469,0.40805822137848696,0.00017501289116751576,0.00015063269262335265,1.3090375310753117e-07,0.4082088540711103,0.00017514379492062328,0.00015063269262335265,1.5089569887125977e-06,4.3670263404309954e-05,2.0825575427603604e-08,0.18897746383629224
24,6.142886775870979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,7.1053082045585025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,25.547481771110853,0.09896709453509851,7.883922244208071e-05,1.0881626918674456e-05,6.480329323906854e-08,0.09897797616201719,7.890402573531979e-05,1.0881626918674456e-05,1.5780148168591915e-07,1.0854839374464602e-05,1.1169836387392963e-08,0.046972925176681994
26,2.916353283293595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,503.1844882694993,1.40263271356226,0.0005074744595253009,0.0019544733551763544,8.913595877494813e-07,1.4045871869174364,0.0005083658191130504,0.0019544733551763544,1.2726833469248914e-05,0.00014612389425130984,6.779036916110707e-08,0.6323324108635848
