cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"U238(n,fis)","U238(n,fis)_stdev","U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr
11,3.087937833672123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,6.17688450339526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,30.838159103667465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6.189160328721647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,269.1315364297504,0.8102168853849603,0.0011047126855674005,0.001792554478685112,2.0875249397932746e-06,0.8120094398636454,0.0011068002105071937,0.001792554478685112,0.000407430564343123,0.0008702386777460382,1.9041077501499221e-06,3.863006803295664
23,26.941385781382856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,113.03457950830935,0.39103852184187093,0.0002826658227523022,0.00018102730360427448,5.407306333958996e-07,0.3912195491454752,0.0002832065533856981,0.00018102730360427448,6.461216523876815e-05,0.00045050418158255575,3.517262848929955e-07,1.9997970245059944
24,6.052352271614583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,7.176326730132956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,25.964380746753456,0.09761279597034454,0.0003258199776316126,1.5699650865494638e-05,2.2578231798660763e-07,0.09762849562121004,0.0003260457599495992,1.5699650865494638e-05,7.564329737278336e-06,0.0001182400785726177,4.96483335924443e-07,0.5248700610863138
26,2.8849869112134443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,497.47769014861353,1.2988682031971757,0.0017131984859513152,0.001989281433154881,2.854037891175782e-06,1.3008574846303307,0.001716052523842491,0.001989281433154881,0.0004796070593191695,0.0014389829379012117,2.7523173709673608e-06,6.3876738888879725
