cell,flux,tbr,tbr_stdev,"U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","U238(n,fis)","U238(n,fis)_stdev",heating [MW],heating_stdev,fisq [MW],fisq_stdev
11,3.087150481599238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.768759328021698,0.09882577756053243,0.0,0.0
21,6.1703570096259845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.27733070512516,0.14100802886447278,0.0,0.0
12,30.802480537772404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.775576532422516,0.09361181358342731,0.0,0.0
22,6.178299251277402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.769536396343703,0.08946467028718795,0.0,0.0
31,277.2056010705645,0.7181061423682286,0.0022715503758733747,0.07903820355793278,0.00031500920099137235,350.9217134936286,1.398609325642452,0.7166265936878681,0.002266683461727135,0.001479548680360433,4.866914146239614e-06,0.03084230453983479,9.787010058150962e-05,895.5784902374884,1.976923478959497,376.9410240541192,1.0858079204344286
23,28.760066355541902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.795414184717867,0.13555025535388607,0.0,0.0
32,127.2074882664898,0.3941372021427967,0.0015152800507401225,0.046988122258385855,0.0002650010606755302,208.62256016073022,1.1765781875561436,0.3939508855131822,0.0015128326922122745,0.0001863166296144979,2.4473585278480003e-06,0.0055059844894390884,3.518719361399573e-05,258.69674726917515,0.8481376059581643,83.02395763369887,0.36565379226138234
24,11.018442888796205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.880347613084536,0.09107624687579753,0.0,0.0
41,1.796636182571839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6763426853961763,0.04864051821190368,0.0,0.0
42,14.361349473986072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.11966313952835,0.20388281010737502,0.0,0.0
25,8.111740494284026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.456734825107228,0.05813421633915612,0.0,0.0
33,33.80914365416112,0.11954167417536819,0.0012106937989666202,0.014958729505217223,0.00019756376836760917,66.41526190319983,0.8771633589698585,0.11952119017092588,0.0012099651178169237,2.0484004442304793e-05,7.286811496965893e-07,0.0007524883616174512,1.2026667389165989e-05,60.54282084439004,0.5661023692379943,15.111057995571164,0.15399550157135253
26,7.545177576357523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0097626761917406,0.07400126468158287,0.0,0.0
43,1.2123555528796028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0904147765458645,0.02917461243743798,0.0,0.0
44,8.68985875692045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.541774123107653,0.14278247201513522,0.0,0.0
total,565.9561475528282,1.2317850186863935,0.004997524225580118,0.14098505532153588,0.0007775740300345116,625.9595355575586,3.4523508721684544,1.2300986693719762,0.004989481271756333,0.0016863493144172357,8.042953823784202e-06,0.037100777390891335,0.00014508396158467132,1391.979715336646,4.59731614047355,475.07603968338924,1.6054572142671635
