cell,flux,tbr,tbr_stdev,"U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","U238(n,fis)","U238(n,fis)_stdev",heat_eV_src,heat_eV_src_stdev
11,2.3448122039184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852113.3916260089,439.17280619683123
41,11.847116506147286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796668.771219094,232.18981772524302
21,11.322754124863632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1166868.6203695522,347.96201888906705
31,21.478202239322606,0.1332142414636006,8.4300645476498e-05,0.0,0.0,0.0,0.0,0.11426923612183394,7.795280503339174e-05,0.018945005341766682,6.3478404431062635e-06,0.0,0.0,1661028.070366803,435.9588836741311
22,28.79420171950212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2498133.8792612953,611.6714129659638
32,160.06074471612456,1.0611503013805803,0.0004398498798107227,0.0,0.0,0.0,0.0,0.9797901965845583,0.0003988975107748714,0.081360104796022,4.0952369035851326e-05,0.0,0.0,9563027.132843891,2677.833944583873
23,0.012445734791603966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656.3422539105103,10.929069719329918
total,235.86027724467021,1.194364542844181,0.0005241505252872208,0.0,0.0,0.0,0.0,1.0940594327063924,0.00047685031580826313,0.10030511013778869,4.730020947895759e-05,0.0,0.0,16538496.207940554,4755.717953754439
