MTU,"Li-6(n,t)","Li-7(n,Xt)","U-238(n,gamma)","U-238(n,fis)"
0.0,1.0704275646872992,0.17272890349884645,0.0,0.0
0.0096,1.0707213336137733,0.17277816750874442,1.4453589907064495e-05,2.522917179569595e-06
0.1,1.0701376776604645,0.17268988389741383,0.0001501738118500482,2.626687320905612e-05
0.2,1.0700905817965691,0.1726466903610841,0.0002998663441493411,5.2525350922425155e-05
0.5,1.0702964984802563,0.1726598197917759,0.0007448292520797047,0.0001313569134727741
1.0,1.0697446151611671,0.17258949960149975,0.001474803777299195,0.00026268759123540466
2.5,1.0690076391646925,0.17238976408765824,0.0035896042863805683,0.0006566117276793351
5.0,1.0679311536832556,0.17200673135008995,0.006917917687366522,0.0013126458025703345
10.0,1.0662280694082624,0.17135825165026644,0.013090824886138852,0.0026240819826314258
15.0,1.0652813124815763,0.1706645360345882,0.018857657609577763,0.003933921736205035
20.0,1.064336600151948,0.16995830041451204,0.0243400658469318,0.005241734420977738
25.0,1.0636016427995998,0.16929747574293896,0.029636597148322865,0.006548337073965495
30.0,1.0628396665052882,0.16857397400757002,0.034783217754213,0.007852290965804925
35.0,1.062533455938364,0.16787420715461976,0.039805592821198985,0.009155227466052783
40.0,1.0621336831639683,0.16720632093526877,0.0447244153174994,0.010457703381600585
45.0,1.061773484812578,0.1665151016576022,0.04959458341401542,0.011756568181493792
50.0,1.0614799364076646,0.16585295387187363,0.054377694610970535,0.013056451867143697
