MTU,"Li-6(n,t)","Li-7(n,Xt)","U-238(n,gamma)","U-238(n,fis)"
0.0,1.0714973200777365,0.15515317958745017,0.0,0.0
0.0096,1.0717418219064332,0.1551971376496175,7.0537377691827245e-06,2.5024039134191243e-06
0.1,1.071328290301609,0.15511513223910312,7.337478730761871e-05,2.6052829619714547e-05
0.2,1.0713158171609563,0.15507571650301397,0.00014669418362923438,5.209721447704235e-05
0.5,1.0716753826408056,0.15509447294946271,0.0003658004021157224,0.0001302909229502078
1.0,1.0717583015741001,0.15502562296575145,0.0007292487539141862,0.0002605530358275144
2.5,1.0720317842805724,0.15484929336941894,0.0018063077135517679,0.0006512719691937599
5.0,1.072362893715488,0.15451150491602972,0.00356417913438746,0.0013019924647678161
10.0,1.0732636399514477,0.15393357915360098,0.006978089246209425,0.002602814395922069
15.0,1.0746892772205714,0.15330637933521696,0.010306494551808777,0.0039019212075240704
20.0,1.0759616603997024,0.15267759251751759,0.013573149202928618,0.005199197658751469
25.0,1.0770967366540602,0.15208508024594924,0.016789184125353473,0.0064952465887343
30.0,1.078430812508707,0.15144380047674105,0.019985728610711365,0.007788624614221462
35.0,1.0797795207799825,0.1508219562606675,0.023142058317210817,0.0090811312808455
40.0,1.0812417560455914,0.15022484957113838,0.02629079622059617,0.010373226373131735
45.0,1.0822440804985305,0.14960663097372054,0.029412207758943664,0.011661635757456228
50.0,1.0835880715636905,0.1490077399704861,0.032525617127704236,0.012950695286395109
