energy low [eV],energy high [eV],energy mid [eV],cell,mean,std. dev.,MT_fertile,kg/m3_fertile
7.010310338,7.173481082,7.09189571,6,0,0,10,29.23976608
7.010310338,7.173481082,7.09189571,7,0,0,20,58.47953216
7.010310338,7.173481082,7.09189571,8,0,0,30,87.71929825
7.010310338,7.173481082,7.09189571,9,0,0,40,116.9590643
7.010310338,7.173481082,7.09189571,10,0,0,50,146.1988304
7.010310338,7.173481082,7.09189571,11,0,0,132.9,388.5964912
7.010310338,7.173481082,7.09189571,12,0,0,265.8,777.1929825
7.010310338,7.173481082,7.09189571,13,9.01E-09,4.69E-09,531.5,1554.093567
7.173481082,7.34044976,7.256965421,1,0,0,0.0096,0.028070175
7.173481082,7.34044976,7.256965421,2,0,0,0.1,0.292397661
7.173481082,7.34044976,7.256965421,3,0,0,0.5,1.461988304
7.173481082,7.34044976,7.256965421,4,0,0,2.65,7.748538012
7.173481082,7.34044976,7.256965421,5,0,0,5,14.61988304
7.173481082,7.34044976,7.256965421,6,0,0,10,29.23976608
7.173481082,7.34044976,7.256965421,7,0,0,20,58.47953216
7.173481082,7.34044976,7.256965421,8,0,0,30,87.71929825
7.173481082,7.34044976,7.256965421,9,0,0,40,116.9590643
7.173481082,7.34044976,7.256965421,10,0,0,50,146.1988304
7.173481082,7.34044976,7.256965421,11,0,0,132.9,388.5964912
7.173481082,7.34044976,7.256965421,12,0,0,265.8,777.1929825
7.173481082,7.34044976,7.256965421,13,3.71E-09,2.04E-09,531.5,1554.093567
7.34044976,7.51130477,7.425877265,1,0,0,0.0096,0.028070175
7.34044976,7.51130477,7.425877265,2,3.53E-14,3.53E-14,0.1,0.292397661
7.34044976,7.51130477,7.425877265,3,0,0,0.5,1.461988304
7.34044976,7.51130477,7.425877265,4,0,0,2.65,7.748538012
7.34044976,7.51130477,7.425877265,5,0,0,5,14.61988304
7.34044976,7.51130477,7.425877265,6,0,0,10,29.23976608
7.34044976,7.51130477,7.425877265,7,0,0,20,58.47953216
7.34044976,7.51130477,7.425877265,8,2.81E-11,2.81E-11,30,87.71929825
7.34044976,7.51130477,7.425877265,9,0,0,40,116.9590643
7.34044976,7.51130477,7.425877265,10,1.39E-11,1.39E-11,50,146.1988304
7.34044976,7.51130477,7.425877265,11,0,0,132.9,388.5964912
7.34044976,7.51130477,7.425877265,12,0,0,265.8,777.1929825
7.34044976,7.51130477,7.425877265,13,2.00E-09,1.44E-09,531.5,1554.093567
7.51130477,7.686136572,7.598720671,1,0,0,0.0096,0.028070175
7.51130477,7.686136572,7.598720671,2,6.12E-14,6.12E-14,0.1,0.292397661
7.51130477,7.686136572,7.598720671,3,0,0,0.5,1.461988304
7.51130477,7.686136572,7.598720671,4,0,0,2.65,7.748538012
7.51130477,7.686136572,7.598720671,5,0,0,5,14.61988304
7.51130477,7.686136572,7.598720671,6,5.81E-12,5.81E-12,10,29.23976608
7.51130477,7.686136572,7.598720671,7,0,0,20,58.47953216
7.51130477,7.686136572,7.598720671,8,3.11E-11,3.11E-11,30,87.71929825
7.51130477,7.686136572,7.598720671,9,0,0,40,116.9590643
7.51130477,7.686136572,7.598720671,10,0,0,50,146.1988304
7.51130477,7.686136572,7.598720671,11,0,0,132.9,388.5964912
7.51130477,7.686136572,7.598720671,12,0,0,265.8,777.1929825
7.51130477,7.686136572,7.598720671,13,7.10E-10,6.35E-10,531.5,1554.093567
7.686136572,7.865037728,7.77558715,1,0,0,0.0096,0.028070175
7.686136572,7.865037728,7.77558715,2,8.93E-14,8.93E-14,0.1,0.292397661
7.686136572,7.865037728,7.77558715,3,3.54E-14,3.54E-14,0.5,1.461988304
7.686136572,7.865037728,7.77558715,4,0,0,2.65,7.748538012
7.686136572,7.865037728,7.77558715,5,0,0,5,14.61988304
7.686136572,7.865037728,7.77558715,6,5.17E-12,5.17E-12,10,29.23976608
7.686136572,7.865037728,7.77558715,7,0,0,20,58.47953216
7.686136572,7.865037728,7.77558715,8,1.27E-12,1.27E-12,30,87.71929825
7.686136572,7.865037728,7.77558715,9,0,0,40,116.9590643
7.686136572,7.865037728,7.77558715,10,0,0,50,146.1988304
7.686136572,7.865037728,7.77558715,11,2.86E-10,2.86E-10,132.9,388.5964912
7.686136572,7.865037728,7.77558715,12,0,0,265.8,777.1929825
7.686136572,7.865037728,7.77558715,13,1.04E-09,4.59E-10,531.5,1554.093567
7.865037728,8.048102956,7.956570342,1,0,0,0.0096,0.028070175
7.865037728,8.048102956,7.956570342,2,0,0,0.1,0.292397661
7.865037728,8.048102956,7.956570342,3,0,0,0.5,1.461988304
7.865037728,8.048102956,7.956570342,4,0,0,2.65,7.748538012
7.865037728,8.048102956,7.956570342,5,0,0,5,14.61988304
7.865037728,8.048102956,7.956570342,6,0,0,10,29.23976608
7.865037728,8.048102956,7.956570342,7,0,0,20,58.47953216
7.865037728,8.048102956,7.956570342,8,0,0,30,87.71929825
7.865037728,8.048102956,7.956570342,9,1.11E-11,1.11E-11,40,116.9590643
7.865037728,8.048102956,7.956570342,10,5.96E-11,5.96E-11,50,146.1988304
7.865037728,8.048102956,7.956570342,11,7.64E-11,7.64E-11,132.9,388.5964912
7.865037728,8.048102956,7.956570342,12,0,0,265.8,777.1929825
7.865037728,8.048102956,7.956570342,13,1.33E-09,5.49E-10,531.5,1554.093567
8.048102956,8.235429178,8.141766067,1,0,0,0.0096,0.028070175
8.048102956,8.235429178,8.141766067,2,0,0,0.1,0.292397661
8.048102956,8.235429178,8.141766067,3,0,0,0.5,1.461988304
8.048102956,8.235429178,8.141766067,4,2.12E-14,2.12E-14,2.65,7.748538012
8.048102956,8.235429178,8.141766067,5,0,0,5,14.61988304
8.048102956,8.235429178,8.141766067,6,0,0,10,29.23976608
8.048102956,8.235429178,8.141766067,7,1.34E-11,1.34E-11,20,58.47953216
8.048102956,8.235429178,8.141766067,8,0,0,30,87.71929825
8.048102956,8.235429178,8.141766067,9,0,0,40,116.9590643
8.048102956,8.235429178,8.141766067,10,4.48E-12,4.48E-12,50,146.1988304
8.048102956,8.235429178,8.141766067,11,0,0,132.9,388.5964912
8.048102956,8.235429178,8.141766067,12,0,0,265.8,777.1929825
8.048102956,8.235429178,8.141766067,13,7.18E-11,7.18E-11,531.5,1554.093567
8.235429178,8.427115572,8.331272375,1,0,0,0.0096,0.028070175
8.235429178,8.427115572,8.331272375,2,0,0,0.1,0.292397661
8.235429178,8.427115572,8.331272375,3,0,0,0.5,1.461988304
8.235429178,8.427115572,8.331272375,4,1.08E-12,9.58E-13,2.65,7.748538012
8.235429178,8.427115572,8.331272375,5,0,0,5,14.61988304
8.235429178,8.427115572,8.331272375,6,0,0,10,29.23976608
8.235429178,8.427115572,8.331272375,7,0,0,20,58.47953216
8.235429178,8.427115572,8.331272375,8,0,0,30,87.71929825
8.235429178,8.427115572,8.331272375,9,0,0,40,116.9590643
8.235429178,8.427115572,8.331272375,10,0,0,50,146.1988304
8.235429178,8.427115572,8.331272375,11,0,0,132.9,388.5964912
8.235429178,8.427115572,8.331272375,12,0,0,265.8,777.1929825
8.235429178,8.427115572,8.331272375,13,6.54E-10,2.82E-10,531.5,1554.093567
8.427115572,8.623263624,8.525189598,1,0,0,0.0096,0.028070175
8.427115572,8.623263624,8.525189598,2,0,0,0.1,0.292397661
8.427115572,8.623263624,8.525189598,3,0,0,0.5,1.461988304
8.427115572,8.623263624,8.525189598,4,0,0,2.65,7.748538012
8.427115572,8.623263624,8.525189598,5,0,0,5,14.61988304
8.427115572,8.623263624,8.525189598,6,0,0,10,29.23976608
8.427115572,8.623263624,8.525189598,7,0,0,20,58.47953216
8.427115572,8.623263624,8.525189598,8,0,0,30,87.71929825
8.427115572,8.623263624,8.525189598,9,0,0,40,116.9590643
8.427115572,8.623263624,8.525189598,10,0,0,50,146.1988304
8.427115572,8.623263624,8.525189598,11,0,0,132.9,388.5964912
8.427115572,8.623263624,8.525189598,12,0,0,265.8,777.1929825
8.427115572,8.623263624,8.525189598,13,7.72E-10,3.57E-10,531.5,1554.093567
8.623263624,8.823977183,8.723620404,1,0,0,0.0096,0.028070175
8.623263624,8.823977183,8.723620404,2,5.52E-15,5.52E-15,0.1,0.292397661
8.623263624,8.823977183,8.723620404,3,0,0,0.5,1.461988304
8.623263624,8.823977183,8.723620404,4,0,0,2.65,7.748538012
8.623263624,8.823977183,8.723620404,5,0,0,5,14.61988304
8.623263624,8.823977183,8.723620404,6,0,0,10,29.23976608
8.623263624,8.823977183,8.723620404,7,9.17E-12,9.03E-12,20,58.47953216
8.623263624,8.823977183,8.723620404,8,0,0,30,87.71929825
8.623263624,8.823977183,8.723620404,9,0,0,40,116.9590643
8.623263624,8.823977183,8.723620404,10,0,0,50,146.1988304
8.623263624,8.823977183,8.723620404,11,0,0,132.9,388.5964912
8.623263624,8.823977183,8.723620404,12,0,0,265.8,777.1929825
8.623263624,8.823977183,8.723620404,13,5.09E-10,2.39E-10,531.5,1554.093567
8.823977183,9.029362516,8.92666985,1,0,0,0.0096,0.028070175
8.823977183,9.029362516,8.92666985,2,0,0,0.1,0.292397661
8.823977183,9.029362516,8.92666985,3,0,0,0.5,1.461988304
8.823977183,9.029362516,8.92666985,4,0,0,2.65,7.748538012
8.823977183,9.029362516,8.92666985,5,0,0,5,14.61988304
8.823977183,9.029362516,8.92666985,6,0,0,10,29.23976608
8.823977183,9.029362516,8.92666985,7,9.37E-12,9.37E-12,20,58.47953216
8.823977183,9.029362516,8.92666985,8,0,0,30,87.71929825
8.823977183,9.029362516,8.92666985,9,0,0,40,116.9590643
8.823977183,9.029362516,8.92666985,10,0,0,50,146.1988304
8.823977183,9.029362516,8.92666985,11,0,0,132.9,388.5964912
8.823977183,9.029362516,8.92666985,12,1.05E-10,1.05E-10,265.8,777.1929825
8.823977183,9.029362516,8.92666985,13,6.59E-10,3.24E-10,531.5,1554.093567
9.029362516,9.239528362,9.134445439,1,0,0,0.0096,0.028070175
9.029362516,9.239528362,9.134445439,2,0,0,0.1,0.292397661
9.029362516,9.239528362,9.134445439,3,0,0,0.5,1.461988304
9.029362516,9.239528362,9.134445439,4,0,0,2.65,7.748538012
9.029362516,9.239528362,9.134445439,5,0,0,5,14.61988304
9.029362516,9.239528362,9.134445439,6,0,0,10,29.23976608
9.029362516,9.239528362,9.134445439,7,0,0,20,58.47953216
9.029362516,9.239528362,9.134445439,8,0,0,30,87.71929825
9.029362516,9.239528362,9.134445439,9,0,0,40,116.9590643
9.029362516,9.239528362,9.134445439,10,5.08E-12,5.08E-12,50,146.1988304
9.029362516,9.239528362,9.134445439,11,0,0,132.9,388.5964912
9.029362516,9.239528362,9.134445439,12,9.83E-11,6.92E-11,265.8,777.1929825
9.029362516,9.239528362,9.134445439,13,2.24E-10,1.00E-10,531.5,1554.093567
9.239528362,9.454585991,9.347057176,1,1.38E-15,1.38E-15,0.0096,0.028070175
9.239528362,9.454585991,9.347057176,2,0,0,0.1,0.292397661
9.239528362,9.454585991,9.347057176,3,0,0,0.5,1.461988304
9.239528362,9.454585991,9.347057176,4,0,0,2.65,7.748538012
9.239528362,9.454585991,9.347057176,5,0,0,5,14.61988304
9.239528362,9.454585991,9.347057176,6,0,0,10,29.23976608
9.239528362,9.454585991,9.347057176,7,0,0,20,58.47953216
9.239528362,9.454585991,9.347057176,8,1.19E-12,8.39E-13,30,87.71929825
9.239528362,9.454585991,9.347057176,9,0,0,40,116.9590643
9.239528362,9.454585991,9.347057176,10,0,0,50,146.1988304
9.239528362,9.454585991,9.347057176,11,0,0,132.9,388.5964912
9.239528362,9.454585991,9.347057176,12,2.17E-11,1.53E-11,265.8,777.1929825
9.239528362,9.454585991,9.347057176,13,5.73E-10,1.94E-10,531.5,1554.093567
9.454585991,9.674649263,9.564617627,1,0,0,0.0096,0.028070175
9.454585991,9.674649263,9.564617627,2,0,0,0.1,0.292397661
9.454585991,9.674649263,9.564617627,3,1.32E-14,1.32E-14,0.5,1.461988304
9.454585991,9.674649263,9.564617627,4,0,0,2.65,7.748538012
9.454585991,9.674649263,9.564617627,5,0,0,5,14.61988304
9.454585991,9.674649263,9.564617627,6,2.42E-13,2.42E-13,10,29.23976608
9.454585991,9.674649263,9.564617627,7,1.39E-12,1.39E-12,20,58.47953216
9.454585991,9.674649263,9.564617627,8,2.64E-12,2.64E-12,30,87.71929825
9.454585991,9.674649263,9.564617627,9,0,0,40,116.9590643
9.454585991,9.674649263,9.564617627,10,0,0,50,146.1988304
9.454585991,9.674649263,9.564617627,11,6.19E-12,6.19E-12,132.9,388.5964912
9.454585991,9.674649263,9.564617627,12,4.93E-13,4.93E-13,265.8,777.1929825
9.454585991,9.674649263,9.564617627,13,4.72E-10,2.05E-10,531.5,1554.093567
9.674649263,9.899834689,9.787241976,1,0,0,0.0096,0.028070175
9.674649263,9.899834689,9.787241976,2,0,0,0.1,0.292397661
9.674649263,9.899834689,9.787241976,3,6.23E-14,6.23E-14,0.5,1.461988304
9.674649263,9.899834689,9.787241976,4,0,0,2.65,7.748538012
9.674649263,9.899834689,9.787241976,5,0,0,5,14.61988304
9.674649263,9.899834689,9.787241976,6,6.73E-13,6.73E-13,10,29.23976608
9.674649263,9.899834689,9.787241976,7,0,0,20,58.47953216
9.674649263,9.899834689,9.787241976,8,1.47E-11,1.06E-11,30,87.71929825
9.674649263,9.899834689,9.787241976,9,0,0,40,116.9590643
9.674649263,9.899834689,9.787241976,10,6.28E-13,6.28E-13,50,146.1988304
9.674649263,9.899834689,9.787241976,11,2.19E-12,2.19E-12,132.9,388.5964912
9.674649263,9.899834689,9.787241976,12,5.38E-11,5.38E-11,265.8,777.1929825
9.674649263,9.899834689,9.787241976,13,8.69E-10,3.11E-10,531.5,1554.093567
9.899834689,10.13026149,10.01504809,1,0,0,0.0096,0.028070175
9.899834689,10.13026149,10.01504809,2,0,0,0.1,0.292397661
9.899834689,10.13026149,10.01504809,3,4.25E-14,4.08E-14,0.5,1.461988304
9.899834689,10.13026149,10.01504809,4,0,0,2.65,7.748538012
9.899834689,10.13026149,10.01504809,5,0,0,5,14.61988304
9.899834689,10.13026149,10.01504809,6,0,0,10,29.23976608
9.899834689,10.13026149,10.01504809,7,0,0,20,58.47953216
9.899834689,10.13026149,10.01504809,8,5.89E-12,5.30E-12,30,87.71929825
9.899834689,10.13026149,10.01504809,9,0,0,40,116.9590643
9.899834689,10.13026149,10.01504809,10,8.73E-12,8.73E-12,50,146.1988304
9.899834689,10.13026149,10.01504809,11,6.15E-12,6.15E-12,132.9,388.5964912
9.899834689,10.13026149,10.01504809,12,1.79E-10,1.17E-10,265.8,777.1929825
9.899834689,10.13026149,10.01504809,13,1.58E-09,4.36E-10,531.5,1554.093567
10.13026149,10.36605167,10.24815658,1,0,0,0.0096,0.028070175
10.13026149,10.36605167,10.24815658,2,0,0,0.1,0.292397661
10.13026149,10.36605167,10.24815658,3,0,0,0.5,1.461988304
10.13026149,10.36605167,10.24815658,4,1.83E-13,1.83E-13,2.65,7.748538012
10.13026149,10.36605167,10.24815658,5,0,0,5,14.61988304
10.13026149,10.36605167,10.24815658,6,0,0,10,29.23976608
10.13026149,10.36605167,10.24815658,7,0,0,20,58.47953216
10.13026149,10.36605167,10.24815658,8,0,0,30,87.71929825
10.13026149,10.36605167,10.24815658,9,0,0,40,116.9590643
10.13026149,10.36605167,10.24815658,10,3.68E-11,3.47E-11,50,146.1988304
10.13026149,10.36605167,10.24815658,11,2.37E-10,1.95E-10,132.9,388.5964912
10.13026149,10.36605167,10.24815658,12,3.39E-10,2.27E-10,265.8,777.1929825
10.13026149,10.36605167,10.24815658,13,4.23E-09,1.27E-09,531.5,1554.093567
10.36605167,10.60733005,10.48669086,1,4.25E-15,4.25E-15,0.0096,0.028070175
10.36605167,10.60733005,10.48669086,2,1.74E-14,1.74E-14,0.1,0.292397661
10.36605167,10.60733005,10.48669086,3,0,0,0.5,1.461988304
10.36605167,10.60733005,10.48669086,4,2.14E-13,2.14E-13,2.65,7.748538012
10.36605167,10.60733005,10.48669086,5,4.85E-13,4.08E-13,5,14.61988304
10.36605167,10.60733005,10.48669086,6,7.48E-13,7.48E-13,10,29.23976608
10.36605167,10.60733005,10.48669086,7,1.26E-12,1.26E-12,20,58.47953216
10.36605167,10.60733005,10.48669086,8,0,0,30,87.71929825
10.36605167,10.60733005,10.48669086,9,0,0,40,116.9590643
10.36605167,10.60733005,10.48669086,10,1.14E-11,9.61E-12,50,146.1988304
10.36605167,10.60733005,10.48669086,11,5.92E-12,5.92E-12,132.9,388.5964912
10.36605167,10.60733005,10.48669086,12,2.63E-11,2.37E-11,265.8,777.1929825
10.36605167,10.60733005,10.48669086,13,1.10E-09,3.97E-10,531.5,1554.093567
10.60733005,10.85422439,10.73077722,1,0,0,0.0096,0.028070175
10.60733005,10.85422439,10.73077722,2,1.15E-14,1.15E-14,0.1,0.292397661
10.60733005,10.85422439,10.73077722,3,0,0,0.5,1.461988304
10.60733005,10.85422439,10.73077722,4,0,0,2.65,7.748538012
10.60733005,10.85422439,10.73077722,5,2.37E-13,2.37E-13,5,14.61988304
10.60733005,10.85422439,10.73077722,6,9.36E-13,9.36E-13,10,29.23976608
10.60733005,10.85422439,10.73077722,7,5.87E-12,4.39E-12,20,58.47953216
10.60733005,10.85422439,10.73077722,8,0,0,30,87.71929825
10.60733005,10.85422439,10.73077722,9,0,0,40,116.9590643
10.60733005,10.85422439,10.73077722,10,3.61E-12,3.61E-12,50,146.1988304
10.60733005,10.85422439,10.73077722,11,0,0,132.9,388.5964912
10.60733005,10.85422439,10.73077722,12,0,0,265.8,777.1929825
10.60733005,10.85422439,10.73077722,13,7.93E-10,2.53E-10,531.5,1554.093567
10.85422439,11.1068654,10.9805449,1,0,0,0.0096,0.028070175
10.85422439,11.1068654,10.9805449,2,0,0,0.1,0.292397661
10.85422439,11.1068654,10.9805449,3,0,0,0.5,1.461988304
10.85422439,11.1068654,10.9805449,4,0,0,2.65,7.748538012
10.85422439,11.1068654,10.9805449,5,6.05E-13,6.05E-13,5,14.61988304
10.85422439,11.1068654,10.9805449,6,0,0,10,29.23976608
10.85422439,11.1068654,10.9805449,7,4.37E-12,3.23E-12,20,58.47953216
10.85422439,11.1068654,10.9805449,8,8.89E-13,8.89E-13,30,87.71929825
10.85422439,11.1068654,10.9805449,9,0,0,40,116.9590643
10.85422439,11.1068654,10.9805449,10,0,0,50,146.1988304
10.85422439,11.1068654,10.9805449,11,6.79E-12,6.79E-12,132.9,388.5964912
10.85422439,11.1068654,10.9805449,12,0,0,265.8,777.1929825
10.85422439,11.1068654,10.9805449,13,1.18E-09,3.10E-10,531.5,1554.093567
11.1068654,11.36538684,11.23612612,1,1.22E-16,1.22E-16,0.0096,0.028070175
11.1068654,11.36538684,11.23612612,2,0,0,0.1,0.292397661
11.1068654,11.36538684,11.23612612,3,2.22E-14,2.22E-14,0.5,1.461988304
11.1068654,11.36538684,11.23612612,4,3.60E-13,3.58E-13,2.65,7.748538012
11.1068654,11.36538684,11.23612612,5,2.85E-12,2.36E-12,5,14.61988304
11.1068654,11.36538684,11.23612612,6,1.44E-12,1.44E-12,10,29.23976608
11.1068654,11.36538684,11.23612612,7,1.61E-12,1.61E-12,20,58.47953216
11.1068654,11.36538684,11.23612612,8,0,0,30,87.71929825
11.1068654,11.36538684,11.23612612,9,0,0,40,116.9590643
11.1068654,11.36538684,11.23612612,10,6.84E-12,6.84E-12,50,146.1988304
11.1068654,11.36538684,11.23612612,11,6.21E-12,6.21E-12,132.9,388.5964912
11.1068654,11.36538684,11.23612612,12,0,0,265.8,777.1929825
11.1068654,11.36538684,11.23612612,13,2.08E-09,5.65E-10,531.5,1554.093567
11.36538684,11.62992557,11.4976562,1,6.59E-15,4.66E-15,0.0096,0.028070175
11.36538684,11.62992557,11.4976562,2,6.20E-14,4.67E-14,0.1,0.292397661
11.36538684,11.62992557,11.4976562,3,1.90E-13,1.35E-13,0.5,1.461988304
11.36538684,11.62992557,11.4976562,4,0,0,2.65,7.748538012
11.36538684,11.62992557,11.4976562,5,1.07E-12,1.05E-12,5,14.61988304
11.36538684,11.62992557,11.4976562,6,1.07E-12,1.07E-12,10,29.23976608
11.36538684,11.62992557,11.4976562,7,0,0,20,58.47953216
11.36538684,11.62992557,11.4976562,8,2.81E-12,2.81E-12,30,87.71929825
11.36538684,11.62992557,11.4976562,9,0,0,40,116.9590643
11.36538684,11.62992557,11.4976562,10,0,0,50,146.1988304
11.36538684,11.62992557,11.4976562,11,4.19E-11,4.19E-11,132.9,388.5964912
11.36538684,11.62992557,11.4976562,12,1.96E-11,1.96E-11,265.8,777.1929825
11.36538684,11.62992557,11.4976562,13,1.74E-09,4.97E-10,531.5,1554.093567
11.62992557,11.90062166,11.76527362,1,1.91E-15,1.39E-15,0.0096,0.028070175
11.62992557,11.90062166,11.76527362,2,0,0,0.1,0.292397661
11.62992557,11.90062166,11.76527362,3,8.32E-14,7.34E-14,0.5,1.461988304
11.62992557,11.90062166,11.76527362,4,1.62E-13,1.62E-13,2.65,7.748538012
11.62992557,11.90062166,11.76527362,5,2.15E-13,2.15E-13,5,14.61988304
11.62992557,11.90062166,11.76527362,6,0,0,10,29.23976608
11.62992557,11.90062166,11.76527362,7,0,0,20,58.47953216
11.62992557,11.90062166,11.76527362,8,0,0,30,87.71929825
11.62992557,11.90062166,11.76527362,9,1.12E-12,8.77E-13,40,116.9590643
11.62992557,11.90062166,11.76527362,10,0,0,50,146.1988304
11.62992557,11.90062166,11.76527362,11,1.59E-11,1.18E-11,132.9,388.5964912
11.62992557,11.90062166,11.76527362,12,0,0,265.8,777.1929825
11.62992557,11.90062166,11.76527362,13,7.41E-10,2.14E-10,531.5,1554.093567
11.90062166,12.17761843,12.03912004,1,7.53E-16,7.38E-16,0.0096,0.028070175
11.90062166,12.17761843,12.03912004,2,2.34E-15,2.34E-15,0.1,0.292397661
11.90062166,12.17761843,12.03912004,3,4.29E-14,4.29E-14,0.5,1.461988304
11.90062166,12.17761843,12.03912004,4,0,0,2.65,7.748538012
11.90062166,12.17761843,12.03912004,5,3.01E-13,3.01E-13,5,14.61988304
11.90062166,12.17761843,12.03912004,6,0,0,10,29.23976608
11.90062166,12.17761843,12.03912004,7,0,0,20,58.47953216
11.90062166,12.17761843,12.03912004,8,0,0,30,87.71929825
11.90062166,12.17761843,12.03912004,9,3.07E-12,3.07E-12,40,116.9590643
11.90062166,12.17761843,12.03912004,10,0,0,50,146.1988304
11.90062166,12.17761843,12.03912004,11,3.85E-12,3.85E-12,132.9,388.5964912
11.90062166,12.17761843,12.03912004,12,7.77E-12,7.77E-12,265.8,777.1929825
11.90062166,12.17761843,12.03912004,13,7.45E-10,2.21E-10,531.5,1554.093567
12.17761843,12.46106252,12.31934047,1,5.20E-16,5.20E-16,0.0096,0.028070175
12.17761843,12.46106252,12.31934047,2,7.59E-16,7.59E-16,0.1,0.292397661
12.17761843,12.46106252,12.31934047,3,6.71E-14,6.71E-14,0.5,1.461988304
12.17761843,12.46106252,12.31934047,4,2.30E-13,1.77E-13,2.65,7.748538012
12.17761843,12.46106252,12.31934047,5,9.75E-13,9.20E-13,5,14.61988304
12.17761843,12.46106252,12.31934047,6,0,0,10,29.23976608
12.17761843,12.46106252,12.31934047,7,3.11E-12,2.74E-12,20,58.47953216
12.17761843,12.46106252,12.31934047,8,0,0,30,87.71929825
12.17761843,12.46106252,12.31934047,9,0,0,40,116.9590643
12.17761843,12.46106252,12.31934047,10,1.97E-12,1.97E-12,50,146.1988304
12.17761843,12.46106252,12.31934047,11,0,0,132.9,388.5964912
12.17761843,12.46106252,12.31934047,12,4.73E-12,3.34E-12,265.8,777.1929825
12.17761843,12.46106252,12.31934047,13,1.30E-09,2.77E-10,531.5,1554.093567
12.46106252,12.75110401,12.60608327,1,9.46E-16,6.65E-16,0.0096,0.028070175
12.46106252,12.75110401,12.60608327,2,2.04E-15,2.04E-15,0.1,0.292397661
12.46106252,12.75110401,12.60608327,3,1.64E-14,1.64E-14,0.5,1.461988304
12.46106252,12.75110401,12.60608327,4,1.94E-13,1.94E-13,2.65,7.748538012
12.46106252,12.75110401,12.60608327,5,0,0,5,14.61988304
12.46106252,12.75110401,12.60608327,6,0,0,10,29.23976608
12.46106252,12.75110401,12.60608327,7,2.32E-13,2.32E-13,20,58.47953216
12.46106252,12.75110401,12.60608327,8,0,0,30,87.71929825
12.46106252,12.75110401,12.60608327,9,5.58E-12,5.58E-12,40,116.9590643
12.46106252,12.75110401,12.60608327,10,3.87E-12,3.87E-12,50,146.1988304
12.46106252,12.75110401,12.60608327,11,6.32E-12,6.32E-12,132.9,388.5964912
12.46106252,12.75110401,12.60608327,12,0,0,265.8,777.1929825
12.46106252,12.75110401,12.60608327,13,1.45E-09,3.10E-10,531.5,1554.093567
12.75110401,13.04789645,12.89950023,1,8.82E-16,7.33E-16,0.0096,0.028070175
12.75110401,13.04789645,12.89950023,2,0,0,0.1,0.292397661
12.75110401,13.04789645,12.89950023,3,3.94E-15,3.94E-15,0.5,1.461988304
12.75110401,13.04789645,12.89950023,4,0,0,2.65,7.748538012
12.75110401,13.04789645,12.89950023,5,0,0,5,14.61988304
12.75110401,13.04789645,12.89950023,6,0,0,10,29.23976608
12.75110401,13.04789645,12.89950023,7,3.44E-12,3.44E-12,20,58.47953216
12.75110401,13.04789645,12.89950023,8,0,0,30,87.71929825
12.75110401,13.04789645,12.89950023,9,5.48E-13,5.48E-13,40,116.9590643
12.75110401,13.04789645,12.89950023,10,0,0,50,146.1988304
12.75110401,13.04789645,12.89950023,11,1.11E-11,1.11E-11,132.9,388.5964912
12.75110401,13.04789645,12.89950023,12,3.22E-11,3.22E-11,265.8,777.1929825
12.75110401,13.04789645,12.89950023,13,1.47E-09,3.35E-10,531.5,1554.093567
13.04789645,13.35159698,13.19974672,1,1.29E-16,1.29E-16,0.0096,0.028070175
13.04789645,13.35159698,13.19974672,2,0,0,0.1,0.292397661
13.04789645,13.35159698,13.19974672,3,0,0,0.5,1.461988304
13.04789645,13.35159698,13.19974672,4,0,0,2.65,7.748538012
13.04789645,13.35159698,13.19974672,5,0,0,5,14.61988304
13.04789645,13.35159698,13.19974672,6,1.04E-12,1.04E-12,10,29.23976608
13.04789645,13.35159698,13.19974672,7,0,0,20,58.47953216
13.04789645,13.35159698,13.19974672,8,0,0,30,87.71929825
13.04789645,13.35159698,13.19974672,9,4.57E-12,4.57E-12,40,116.9590643
13.04789645,13.35159698,13.19974672,10,0,0,50,146.1988304
13.04789645,13.35159698,13.19974672,11,1.78E-11,1.78E-11,132.9,388.5964912
13.04789645,13.35159698,13.19974672,12,4.72E-12,4.59E-12,265.8,777.1929825
13.04789645,13.35159698,13.19974672,13,1.35E-09,2.51E-10,531.5,1554.093567
13.35159698,13.66236639,13.50698169,1,0,0,0.0096,0.028070175
13.35159698,13.66236639,13.50698169,2,1.18E-15,1.18E-15,0.1,0.292397661
13.35159698,13.66236639,13.50698169,3,5.96E-15,5.96E-15,0.5,1.461988304
13.35159698,13.66236639,13.50698169,4,0,0,2.65,7.748538012
13.35159698,13.66236639,13.50698169,5,1.48E-13,1.32E-13,5,14.61988304
13.35159698,13.66236639,13.50698169,6,1.87E-12,1.87E-12,10,29.23976608
13.35159698,13.66236639,13.50698169,7,1.71E-12,1.71E-12,20,58.47953216
13.35159698,13.66236639,13.50698169,8,0,0,30,87.71929825
13.35159698,13.66236639,13.50698169,9,2.16E-13,2.16E-13,40,116.9590643
13.35159698,13.66236639,13.50698169,10,0,0,50,146.1988304
13.35159698,13.66236639,13.50698169,11,1.48E-13,1.10E-13,132.9,388.5964912
13.35159698,13.66236639,13.50698169,12,2.05E-11,1.18E-11,265.8,777.1929825
13.35159698,13.66236639,13.50698169,13,1.26E-09,2.71E-10,531.5,1554.093567
