energy low [eV],energy high [eV],energy mid [eV],cell,mean,std. dev.,MT_fertile,kg/m3_fertile
0.014377964,0.014712623,0.014545293,8,0,0,30,87.71929825
0.014377964,0.014712623,0.014545293,9,0,0,40,116.9590643
0.014377964,0.014712623,0.014545293,10,0,0,50,146.1988304
0.014377964,0.014712623,0.014545293,11,0,0,132.9,388.5964912
0.014377964,0.014712623,0.014545293,12,0,0,265.8,777.1929825
0.014377964,0.014712623,0.014545293,13,0,0,531.5,1554.093567
0.014712623,0.015055071,0.014883847,1,0,0,0.0096,0.028070175
0.014712623,0.015055071,0.014883847,2,0,0,0.1,0.292397661
0.014712623,0.015055071,0.014883847,3,0,0,0.5,1.461988304
0.014712623,0.015055071,0.014883847,4,0,0,2.65,7.748538012
0.014712623,0.015055071,0.014883847,5,0,0,5,14.61988304
0.014712623,0.015055071,0.014883847,6,0,0,10,29.23976608
0.014712623,0.015055071,0.014883847,7,0,0,20,58.47953216
0.014712623,0.015055071,0.014883847,8,0,0,30,87.71929825
0.014712623,0.015055071,0.014883847,9,0,0,40,116.9590643
0.014712623,0.015055071,0.014883847,10,0,0,50,146.1988304
0.014712623,0.015055071,0.014883847,11,0,0,132.9,388.5964912
0.014712623,0.015055071,0.014883847,12,0,0,265.8,777.1929825
0.014712623,0.015055071,0.014883847,13,0,0,531.5,1554.093567
0.015055071,0.01540549,0.015230281,1,0,0,0.0096,0.028070175
0.015055071,0.01540549,0.015230281,2,0,0,0.1,0.292397661
0.015055071,0.01540549,0.015230281,3,0,0,0.5,1.461988304
0.015055071,0.01540549,0.015230281,4,0,0,2.65,7.748538012
0.015055071,0.01540549,0.015230281,5,0,0,5,14.61988304
0.015055071,0.01540549,0.015230281,6,0,0,10,29.23976608
0.015055071,0.01540549,0.015230281,7,0,0,20,58.47953216
0.015055071,0.01540549,0.015230281,8,0,0,30,87.71929825
0.015055071,0.01540549,0.015230281,9,0,0,40,116.9590643
0.015055071,0.01540549,0.015230281,10,0,0,50,146.1988304
0.015055071,0.01540549,0.015230281,11,0,0,132.9,388.5964912
0.015055071,0.01540549,0.015230281,12,0,0,265.8,777.1929825
0.015055071,0.01540549,0.015230281,13,0,0,531.5,1554.093567
0.01540549,0.015764066,0.015584778,1,0,0,0.0096,0.028070175
0.01540549,0.015764066,0.015584778,2,0,0,0.1,0.292397661
0.01540549,0.015764066,0.015584778,3,0,0,0.5,1.461988304
0.01540549,0.015764066,0.015584778,4,0,0,2.65,7.748538012
0.01540549,0.015764066,0.015584778,5,0,0,5,14.61988304
0.01540549,0.015764066,0.015584778,6,0,0,10,29.23976608
0.01540549,0.015764066,0.015584778,7,0,0,20,58.47953216
0.01540549,0.015764066,0.015584778,8,0,0,30,87.71929825
0.01540549,0.015764066,0.015584778,9,0,0,40,116.9590643
0.01540549,0.015764066,0.015584778,10,0,0,50,146.1988304
0.01540549,0.015764066,0.015584778,11,0,0,132.9,388.5964912
0.01540549,0.015764066,0.015584778,12,0,0,265.8,777.1929825
0.01540549,0.015764066,0.015584778,13,0,0,531.5,1554.093567
0.015764066,0.016130987,0.015947526,1,0,0,0.0096,0.028070175
0.015764066,0.016130987,0.015947526,2,0,0,0.1,0.292397661
0.015764066,0.016130987,0.015947526,3,0,0,0.5,1.461988304
0.015764066,0.016130987,0.015947526,4,0,0,2.65,7.748538012
0.015764066,0.016130987,0.015947526,5,0,0,5,14.61988304
0.015764066,0.016130987,0.015947526,6,0,0,10,29.23976608
0.015764066,0.016130987,0.015947526,7,0,0,20,58.47953216
0.015764066,0.016130987,0.015947526,8,0,0,30,87.71929825
0.015764066,0.016130987,0.015947526,9,0,0,40,116.9590643
0.015764066,0.016130987,0.015947526,10,0,0,50,146.1988304
0.015764066,0.016130987,0.015947526,11,0,0,132.9,388.5964912
0.015764066,0.016130987,0.015947526,12,0,0,265.8,777.1929825
0.015764066,0.016130987,0.015947526,13,0,0,531.5,1554.093567
0.016130987,0.016506449,0.016318718,1,0,0,0.0096,0.028070175
0.016130987,0.016506449,0.016318718,2,0,0,0.1,0.292397661
0.016130987,0.016506449,0.016318718,3,0,0,0.5,1.461988304
0.016130987,0.016506449,0.016318718,4,0,0,2.65,7.748538012
0.016130987,0.016506449,0.016318718,5,0,0,5,14.61988304
0.016130987,0.016506449,0.016318718,6,0,0,10,29.23976608
0.016130987,0.016506449,0.016318718,7,0,0,20,58.47953216
0.016130987,0.016506449,0.016318718,8,0,0,30,87.71929825
0.016130987,0.016506449,0.016318718,9,0,0,40,116.9590643
0.016130987,0.016506449,0.016318718,10,0,0,50,146.1988304
0.016130987,0.016506449,0.016318718,11,0,0,132.9,388.5964912
0.016130987,0.016506449,0.016318718,12,0,0,265.8,777.1929825
0.016130987,0.016506449,0.016318718,13,0,0,531.5,1554.093567
0.016506449,0.016890651,0.01669855,1,0,0,0.0096,0.028070175
0.016506449,0.016890651,0.01669855,2,0,0,0.1,0.292397661
0.016506449,0.016890651,0.01669855,3,0,0,0.5,1.461988304
0.016506449,0.016890651,0.01669855,4,0,0,2.65,7.748538012
0.016506449,0.016890651,0.01669855,5,0,0,5,14.61988304
0.016506449,0.016890651,0.01669855,6,0,0,10,29.23976608
0.016506449,0.016890651,0.01669855,7,0,0,20,58.47953216
0.016506449,0.016890651,0.01669855,8,0,0,30,87.71929825
0.016506449,0.016890651,0.01669855,9,0,0,40,116.9590643
0.016506449,0.016890651,0.01669855,10,0,0,50,146.1988304
0.016506449,0.016890651,0.01669855,11,0,0,132.9,388.5964912
0.016506449,0.016890651,0.01669855,12,0,0,265.8,777.1929825
0.016506449,0.016890651,0.01669855,13,0,0,531.5,1554.093567
0.016890651,0.017283794,0.017087222,1,0,0,0.0096,0.028070175
0.016890651,0.017283794,0.017087222,2,0,0,0.1,0.292397661
0.016890651,0.017283794,0.017087222,3,0,0,0.5,1.461988304
0.016890651,0.017283794,0.017087222,4,0,0,2.65,7.748538012
0.016890651,0.017283794,0.017087222,5,0,0,5,14.61988304
0.016890651,0.017283794,0.017087222,6,0,0,10,29.23976608
0.016890651,0.017283794,0.017087222,7,0,0,20,58.47953216
0.016890651,0.017283794,0.017087222,8,0,0,30,87.71929825
0.016890651,0.017283794,0.017087222,9,0,0,40,116.9590643
0.016890651,0.017283794,0.017087222,10,0,0,50,146.1988304
0.016890651,0.017283794,0.017087222,11,0,0,132.9,388.5964912
0.016890651,0.017283794,0.017087222,12,0,0,265.8,777.1929825
0.016890651,0.017283794,0.017087222,13,0,0,531.5,1554.093567
0.017283794,0.017686089,0.017484942,1,0,0,0.0096,0.028070175
0.017283794,0.017686089,0.017484942,2,0,0,0.1,0.292397661
0.017283794,0.017686089,0.017484942,3,0,0,0.5,1.461988304
0.017283794,0.017686089,0.017484942,4,0,0,2.65,7.748538012
0.017283794,0.017686089,0.017484942,5,0,0,5,14.61988304
0.017283794,0.017686089,0.017484942,6,0,0,10,29.23976608
0.017283794,0.017686089,0.017484942,7,0,0,20,58.47953216
0.017283794,0.017686089,0.017484942,8,0,0,30,87.71929825
0.017283794,0.017686089,0.017484942,9,0,0,40,116.9590643
0.017283794,0.017686089,0.017484942,10,0,0,50,146.1988304
0.017283794,0.017686089,0.017484942,11,0,0,132.9,388.5964912
0.017283794,0.017686089,0.017484942,12,0,0,265.8,777.1929825
0.017283794,0.017686089,0.017484942,13,0,0,531.5,1554.093567
0.017686089,0.018097747,0.017891918,1,0,0,0.0096,0.028070175
0.017686089,0.018097747,0.017891918,2,0,0,0.1,0.292397661
0.017686089,0.018097747,0.017891918,3,0,0,0.5,1.461988304
0.017686089,0.018097747,0.017891918,4,0,0,2.65,7.748538012
0.017686089,0.018097747,0.017891918,5,0,0,5,14.61988304
0.017686089,0.018097747,0.017891918,6,0,0,10,29.23976608
0.017686089,0.018097747,0.017891918,7,0,0,20,58.47953216
0.017686089,0.018097747,0.017891918,8,0,0,30,87.71929825
0.017686089,0.018097747,0.017891918,9,0,0,40,116.9590643
0.017686089,0.018097747,0.017891918,10,0,0,50,146.1988304
0.017686089,0.018097747,0.017891918,11,0,0,132.9,388.5964912
0.017686089,0.018097747,0.017891918,12,0,0,265.8,777.1929825
0.017686089,0.018097747,0.017891918,13,0,0,531.5,1554.093567
0.018097747,0.018518987,0.018308367,1,0,0,0.0096,0.028070175
0.018097747,0.018518987,0.018308367,2,0,0,0.1,0.292397661
0.018097747,0.018518987,0.018308367,3,0,0,0.5,1.461988304
0.018097747,0.018518987,0.018308367,4,0,0,2.65,7.748538012
0.018097747,0.018518987,0.018308367,5,0,0,5,14.61988304
0.018097747,0.018518987,0.018308367,6,0,0,10,29.23976608
0.018097747,0.018518987,0.018308367,7,0,0,20,58.47953216
0.018097747,0.018518987,0.018308367,8,0,0,30,87.71929825
0.018097747,0.018518987,0.018308367,9,0,0,40,116.9590643
0.018097747,0.018518987,0.018308367,10,0,0,50,146.1988304
0.018097747,0.018518987,0.018308367,11,0,0,132.9,388.5964912
0.018097747,0.018518987,0.018308367,12,0,0,265.8,777.1929825
0.018097747,0.018518987,0.018308367,13,0,0,531.5,1554.093567
0.018518987,0.018950032,0.018734509,1,0,0,0.0096,0.028070175
0.018518987,0.018950032,0.018734509,2,0,0,0.1,0.292397661
0.018518987,0.018950032,0.018734509,3,0,0,0.5,1.461988304
0.018518987,0.018950032,0.018734509,4,0,0,2.65,7.748538012
0.018518987,0.018950032,0.018734509,5,0,0,5,14.61988304
0.018518987,0.018950032,0.018734509,6,0,0,10,29.23976608
0.018518987,0.018950032,0.018734509,7,0,0,20,58.47953216
0.018518987,0.018950032,0.018734509,8,0,0,30,87.71929825
0.018518987,0.018950032,0.018734509,9,0,0,40,116.9590643
0.018518987,0.018950032,0.018734509,10,0,0,50,146.1988304
0.018518987,0.018950032,0.018734509,11,0,0,132.9,388.5964912
0.018518987,0.018950032,0.018734509,12,0,0,265.8,777.1929825
0.018518987,0.018950032,0.018734509,13,0,0,531.5,1554.093567
0.018950032,0.019391109,0.019170571,1,0,0,0.0096,0.028070175
0.018950032,0.019391109,0.019170571,2,0,0,0.1,0.292397661
0.018950032,0.019391109,0.019170571,3,0,0,0.5,1.461988304
0.018950032,0.019391109,0.019170571,4,0,0,2.65,7.748538012
0.018950032,0.019391109,0.019170571,5,0,0,5,14.61988304
0.018950032,0.019391109,0.019170571,6,0,0,10,29.23976608
0.018950032,0.019391109,0.019170571,7,0,0,20,58.47953216
0.018950032,0.019391109,0.019170571,8,0,0,30,87.71929825
0.018950032,0.019391109,0.019170571,9,0,0,40,116.9590643
0.018950032,0.019391109,0.019170571,10,0,0,50,146.1988304
0.018950032,0.019391109,0.019170571,11,0,0,132.9,388.5964912
0.018950032,0.019391109,0.019170571,12,0,0,265.8,777.1929825
0.018950032,0.019391109,0.019170571,13,0,0,531.5,1554.093567
0.019391109,0.019842453,0.019616781,1,0,0,0.0096,0.028070175
0.019391109,0.019842453,0.019616781,2,0,0,0.1,0.292397661
0.019391109,0.019842453,0.019616781,3,0,0,0.5,1.461988304
0.019391109,0.019842453,0.019616781,4,0,0,2.65,7.748538012
0.019391109,0.019842453,0.019616781,5,0,0,5,14.61988304
0.019391109,0.019842453,0.019616781,6,0,0,10,29.23976608
0.019391109,0.019842453,0.019616781,7,0,0,20,58.47953216
0.019391109,0.019842453,0.019616781,8,0,0,30,87.71929825
0.019391109,0.019842453,0.019616781,9,0,0,40,116.9590643
0.019391109,0.019842453,0.019616781,10,0,0,50,146.1988304
0.019391109,0.019842453,0.019616781,11,0,0,132.9,388.5964912
0.019391109,0.019842453,0.019616781,12,0,0,265.8,777.1929825
0.019391109,0.019842453,0.019616781,13,0,0,531.5,1554.093567
0.019842453,0.020304303,0.020073378,1,0,0,0.0096,0.028070175
0.019842453,0.020304303,0.020073378,2,0,0,0.1,0.292397661
0.019842453,0.020304303,0.020073378,3,0,0,0.5,1.461988304
0.019842453,0.020304303,0.020073378,4,0,0,2.65,7.748538012
0.019842453,0.020304303,0.020073378,5,0,0,5,14.61988304
0.019842453,0.020304303,0.020073378,6,0,0,10,29.23976608
0.019842453,0.020304303,0.020073378,7,0,0,20,58.47953216
0.019842453,0.020304303,0.020073378,8,0,0,30,87.71929825
0.019842453,0.020304303,0.020073378,9,0,0,40,116.9590643
0.019842453,0.020304303,0.020073378,10,0,0,50,146.1988304
0.019842453,0.020304303,0.020073378,11,0,0,132.9,388.5964912
0.019842453,0.020304303,0.020073378,12,0,0,265.8,777.1929825
0.019842453,0.020304303,0.020073378,13,0,0,531.5,1554.093567
0.020304303,0.020776902,0.020540602,1,0,0,0.0096,0.028070175
0.020304303,0.020776902,0.020540602,2,0,0,0.1,0.292397661
0.020304303,0.020776902,0.020540602,3,0,0,0.5,1.461988304
0.020304303,0.020776902,0.020540602,4,0,0,2.65,7.748538012
0.020304303,0.020776902,0.020540602,5,0,0,5,14.61988304
0.020304303,0.020776902,0.020540602,6,0,0,10,29.23976608
0.020304303,0.020776902,0.020540602,7,0,0,20,58.47953216
0.020304303,0.020776902,0.020540602,8,0,0,30,87.71929825
0.020304303,0.020776902,0.020540602,9,0,0,40,116.9590643
0.020304303,0.020776902,0.020540602,10,0,0,50,146.1988304
0.020304303,0.020776902,0.020540602,11,0,0,132.9,388.5964912
0.020304303,0.020776902,0.020540602,12,0,0,265.8,777.1929825
0.020304303,0.020776902,0.020540602,13,0,0,531.5,1554.093567
0.020776902,0.021260502,0.021018702,1,0,0,0.0096,0.028070175
0.020776902,0.021260502,0.021018702,2,0,0,0.1,0.292397661
0.020776902,0.021260502,0.021018702,3,0,0,0.5,1.461988304
0.020776902,0.021260502,0.021018702,4,0,0,2.65,7.748538012
0.020776902,0.021260502,0.021018702,5,0,0,5,14.61988304
0.020776902,0.021260502,0.021018702,6,0,0,10,29.23976608
0.020776902,0.021260502,0.021018702,7,0,0,20,58.47953216
0.020776902,0.021260502,0.021018702,8,0,0,30,87.71929825
0.020776902,0.021260502,0.021018702,9,0,0,40,116.9590643
0.020776902,0.021260502,0.021018702,10,0,0,50,146.1988304
0.020776902,0.021260502,0.021018702,11,0,0,132.9,388.5964912
0.020776902,0.021260502,0.021018702,12,0,0,265.8,777.1929825
0.020776902,0.021260502,0.021018702,13,0,0,531.5,1554.093567
0.021260502,0.021755357,0.02150793,1,0,0,0.0096,0.028070175
0.021260502,0.021755357,0.02150793,2,0,0,0.1,0.292397661
0.021260502,0.021755357,0.02150793,3,0,0,0.5,1.461988304
0.021260502,0.021755357,0.02150793,4,0,0,2.65,7.748538012
0.021260502,0.021755357,0.02150793,5,0,0,5,14.61988304
0.021260502,0.021755357,0.02150793,6,0,0,10,29.23976608
0.021260502,0.021755357,0.02150793,7,0,0,20,58.47953216
0.021260502,0.021755357,0.02150793,8,0,0,30,87.71929825
0.021260502,0.021755357,0.02150793,9,0,0,40,116.9590643
0.021260502,0.021755357,0.02150793,10,0,0,50,146.1988304
0.021260502,0.021755357,0.02150793,11,0,0,132.9,388.5964912
0.021260502,0.021755357,0.02150793,12,0,0,265.8,777.1929825
0.021260502,0.021755357,0.02150793,13,0,0,531.5,1554.093567
0.021755357,0.022261731,0.022008544,1,0,0,0.0096,0.028070175
0.021755357,0.022261731,0.022008544,2,0,0,0.1,0.292397661
0.021755357,0.022261731,0.022008544,3,0,0,0.5,1.461988304
0.021755357,0.022261731,0.022008544,4,0,0,2.65,7.748538012
0.021755357,0.022261731,0.022008544,5,0,0,5,14.61988304
0.021755357,0.022261731,0.022008544,6,0,0,10,29.23976608
0.021755357,0.022261731,0.022008544,7,0,0,20,58.47953216
0.021755357,0.022261731,0.022008544,8,0,0,30,87.71929825
0.021755357,0.022261731,0.022008544,9,0,0,40,116.9590643
0.021755357,0.022261731,0.022008544,10,0,0,50,146.1988304
0.021755357,0.022261731,0.022008544,11,0,0,132.9,388.5964912
0.021755357,0.022261731,0.022008544,12,0,0,265.8,777.1929825
0.021755357,0.022261731,0.022008544,13,0,0,531.5,1554.093567
0.022261731,0.022779891,0.022520811,1,0,0,0.0096,0.028070175
0.022261731,0.022779891,0.022520811,2,0,0,0.1,0.292397661
0.022261731,0.022779891,0.022520811,3,0,0,0.5,1.461988304
0.022261731,0.022779891,0.022520811,4,0,0,2.65,7.748538012
0.022261731,0.022779891,0.022520811,5,0,0,5,14.61988304
0.022261731,0.022779891,0.022520811,6,0,0,10,29.23976608
0.022261731,0.022779891,0.022520811,7,0,0,20,58.47953216
0.022261731,0.022779891,0.022520811,8,0,0,30,87.71929825
0.022261731,0.022779891,0.022520811,9,0,0,40,116.9590643
0.022261731,0.022779891,0.022520811,10,0,0,50,146.1988304
0.022261731,0.022779891,0.022520811,11,0,0,132.9,388.5964912
0.022261731,0.022779891,0.022520811,12,0,0,265.8,777.1929825
0.022261731,0.022779891,0.022520811,13,0,0,531.5,1554.093567
0.022779891,0.023310112,0.023045002,1,0,0,0.0096,0.028070175
0.022779891,0.023310112,0.023045002,2,0,0,0.1,0.292397661
0.022779891,0.023310112,0.023045002,3,0,0,0.5,1.461988304
0.022779891,0.023310112,0.023045002,4,0,0,2.65,7.748538012
0.022779891,0.023310112,0.023045002,5,0,0,5,14.61988304
0.022779891,0.023310112,0.023045002,6,0,0,10,29.23976608
0.022779891,0.023310112,0.023045002,7,0,0,20,58.47953216
0.022779891,0.023310112,0.023045002,8,0,0,30,87.71929825
0.022779891,0.023310112,0.023045002,9,0,0,40,116.9590643
0.022779891,0.023310112,0.023045002,10,0,0,50,146.1988304
0.022779891,0.023310112,0.023045002,11,0,0,132.9,388.5964912
0.022779891,0.023310112,0.023045002,12,0,0,265.8,777.1929825
0.022779891,0.023310112,0.023045002,13,0,0,531.5,1554.093567
0.023310112,0.023852674,0.023581393,1,0,0,0.0096,0.028070175
0.023310112,0.023852674,0.023581393,2,0,0,0.1,0.292397661
0.023310112,0.023852674,0.023581393,3,0,0,0.5,1.461988304
0.023310112,0.023852674,0.023581393,4,0,0,2.65,7.748538012
0.023310112,0.023852674,0.023581393,5,0,0,5,14.61988304
0.023310112,0.023852674,0.023581393,6,0,0,10,29.23976608
0.023310112,0.023852674,0.023581393,7,0,0,20,58.47953216
0.023310112,0.023852674,0.023581393,8,0,0,30,87.71929825
0.023310112,0.023852674,0.023581393,9,0,0,40,116.9590643
0.023310112,0.023852674,0.023581393,10,0,0,50,146.1988304
0.023310112,0.023852674,0.023581393,11,0,0,132.9,388.5964912
0.023310112,0.023852674,0.023581393,12,0,0,265.8,777.1929825
0.023310112,0.023852674,0.023581393,13,0,0,531.5,1554.093567
0.023852674,0.024407865,0.024130269,1,0,0,0.0096,0.028070175
0.023852674,0.024407865,0.024130269,2,0,0,0.1,0.292397661
0.023852674,0.024407865,0.024130269,3,0,0,0.5,1.461988304
0.023852674,0.024407865,0.024130269,4,0,0,2.65,7.748538012
0.023852674,0.024407865,0.024130269,5,0,0,5,14.61988304
0.023852674,0.024407865,0.024130269,6,0,0,10,29.23976608
0.023852674,0.024407865,0.024130269,7,0,0,20,58.47953216
0.023852674,0.024407865,0.024130269,8,0,0,30,87.71929825
0.023852674,0.024407865,0.024130269,9,0,0,40,116.9590643
0.023852674,0.024407865,0.024130269,10,0,0,50,146.1988304
0.023852674,0.024407865,0.024130269,11,0,0,132.9,388.5964912
0.023852674,0.024407865,0.024130269,12,0,0,265.8,777.1929825
0.023852674,0.024407865,0.024130269,13,0,0,531.5,1554.093567
0.024407865,0.024975978,0.024691921,1,0,0,0.0096,0.028070175
0.024407865,0.024975978,0.024691921,2,0,0,0.1,0.292397661
0.024407865,0.024975978,0.024691921,3,0,0,0.5,1.461988304
0.024407865,0.024975978,0.024691921,4,0,0,2.65,7.748538012
0.024407865,0.024975978,0.024691921,5,0,0,5,14.61988304
0.024407865,0.024975978,0.024691921,6,0,0,10,29.23976608
0.024407865,0.024975978,0.024691921,7,0,0,20,58.47953216
0.024407865,0.024975978,0.024691921,8,0,0,30,87.71929825
0.024407865,0.024975978,0.024691921,9,0,0,40,116.9590643
0.024407865,0.024975978,0.024691921,10,0,0,50,146.1988304
0.024407865,0.024975978,0.024691921,11,0,0,132.9,388.5964912
0.024407865,0.024975978,0.024691921,12,0,0,265.8,777.1929825
0.024407865,0.024975978,0.024691921,13,0,0,531.5,1554.093567
0.024975978,0.025557314,0.025266646,1,0,0,0.0096,0.028070175
0.024975978,0.025557314,0.025266646,2,0,0,0.1,0.292397661
0.024975978,0.025557314,0.025266646,3,0,0,0.5,1.461988304
0.024975978,0.025557314,0.025266646,4,0,0,2.65,7.748538012
0.024975978,0.025557314,0.025266646,5,0,0,5,14.61988304
0.024975978,0.025557314,0.025266646,6,0,0,10,29.23976608
0.024975978,0.025557314,0.025266646,7,0,0,20,58.47953216
0.024975978,0.025557314,0.025266646,8,0,0,30,87.71929825
0.024975978,0.025557314,0.025266646,9,0,0,40,116.9590643
0.024975978,0.025557314,0.025266646,10,0,0,50,146.1988304
0.024975978,0.025557314,0.025266646,11,0,0,132.9,388.5964912
0.024975978,0.025557314,0.025266646,12,0,0,265.8,777.1929825
0.024975978,0.025557314,0.025266646,13,0,0,531.5,1554.093567
0.025557314,0.026152182,0.025854748,1,0,0,0.0096,0.028070175
0.025557314,0.026152182,0.025854748,2,0,0,0.1,0.292397661
0.025557314,0.026152182,0.025854748,3,0,0,0.5,1.461988304
0.025557314,0.026152182,0.025854748,4,0,0,2.65,7.748538012
0.025557314,0.026152182,0.025854748,5,0,0,5,14.61988304
0.025557314,0.026152182,0.025854748,6,0,0,10,29.23976608
0.025557314,0.026152182,0.025854748,7,0,0,20,58.47953216
0.025557314,0.026152182,0.025854748,8,0,0,30,87.71929825
0.025557314,0.026152182,0.025854748,9,0,0,40,116.9590643
0.025557314,0.026152182,0.025854748,10,0,0,50,146.1988304
0.025557314,0.026152182,0.025854748,11,0,0,132.9,388.5964912
0.025557314,0.026152182,0.025854748,12,0,0,265.8,777.1929825
0.025557314,0.026152182,0.025854748,13,0,0,531.5,1554.093567
0.026152182,0.026760895,0.026456539,1,0,0,0.0096,0.028070175
0.026152182,0.026760895,0.026456539,2,0,0,0.1,0.292397661
0.026152182,0.026760895,0.026456539,3,0,0,0.5,1.461988304
0.026152182,0.026760895,0.026456539,4,0,0,2.65,7.748538012
0.026152182,0.026760895,0.026456539,5,0,0,5,14.61988304
0.026152182,0.026760895,0.026456539,6,0,0,10,29.23976608
0.026152182,0.026760895,0.026456539,7,0,0,20,58.47953216
0.026152182,0.026760895,0.026456539,8,0,0,30,87.71929825
0.026152182,0.026760895,0.026456539,9,0,0,40,116.9590643
0.026152182,0.026760895,0.026456539,10,0,0,50,146.1988304
0.026152182,0.026760895,0.026456539,11,0,0,132.9,388.5964912
0.026152182,0.026760895,0.026456539,12,0,0,265.8,777.1929825
0.026152182,0.026760895,0.026456539,13,0,0,531.5,1554.093567
0.026760895,0.027383777,0.027072336,1,0,0,0.0096,0.028070175
0.026760895,0.027383777,0.027072336,2,0,0,0.1,0.292397661
0.026760895,0.027383777,0.027072336,3,0,0,0.5,1.461988304
0.026760895,0.027383777,0.027072336,4,0,0,2.65,7.748538012
0.026760895,0.027383777,0.027072336,5,0,0,5,14.61988304
0.026760895,0.027383777,0.027072336,6,0,0,10,29.23976608
0.026760895,0.027383777,0.027072336,7,0,0,20,58.47953216
0.026760895,0.027383777,0.027072336,8,0,0,30,87.71929825
0.026760895,0.027383777,0.027072336,9,0,0,40,116.9590643
0.026760895,0.027383777,0.027072336,10,0,0,50,146.1988304
0.026760895,0.027383777,0.027072336,11,0,0,132.9,388.5964912
0.026760895,0.027383777,0.027072336,12,0,0,265.8,777.1929825
0.026760895,0.027383777,0.027072336,13,0,0,531.5,1554.093567
0.027383777,0.028021157,0.027702467,1,0,0,0.0096,0.028070175
0.027383777,0.028021157,0.027702467,2,0,0,0.1,0.292397661
0.027383777,0.028021157,0.027702467,3,0,0,0.5,1.461988304
0.027383777,0.028021157,0.027702467,4,0,0,2.65,7.748538012
0.027383777,0.028021157,0.027702467,5,0,0,5,14.61988304
0.027383777,0.028021157,0.027702467,6,0,0,10,29.23976608
0.027383777,0.028021157,0.027702467,7,0,0,20,58.47953216
0.027383777,0.028021157,0.027702467,8,0,0,30,87.71929825
0.027383777,0.028021157,0.027702467,9,0,0,40,116.9590643
0.027383777,0.028021157,0.027702467,10,0,0,50,146.1988304
0.027383777,0.028021157,0.027702467,11,0,0,132.9,388.5964912
0.027383777,0.028021157,0.027702467,12,0,0,265.8,777.1929825
0.027383777,0.028021157,0.027702467,13,0,0,531.5,1554.093567
0.028021157,0.028673373,0.028347265,1,0,0,0.0096,0.028070175
0.028021157,0.028673373,0.028347265,2,0,0,0.1,0.292397661
0.028021157,0.028673373,0.028347265,3,0,0,0.5,1.461988304
0.028021157,0.028673373,0.028347265,4,0,0,2.65,7.748538012
0.028021157,0.028673373,0.028347265,5,0,0,5,14.61988304
0.028021157,0.028673373,0.028347265,6,0,0,10,29.23976608
0.028021157,0.028673373,0.028347265,7,0,0,20,58.47953216
0.028021157,0.028673373,0.028347265,8,0,0,30,87.71929825
0.028021157,0.028673373,0.028347265,9,0,0,40,116.9590643
0.028021157,0.028673373,0.028347265,10,0,0,50,146.1988304
0.028021157,0.028673373,0.028347265,11,0,0,132.9,388.5964912
0.028021157,0.028673373,0.028347265,12,0,0,265.8,777.1929825
0.028021157,0.028673373,0.028347265,13,0,0,531.5,1554.093567
0.028673373,0.029340769,0.029007071,1,0,0,0.0096,0.028070175
0.028673373,0.029340769,0.029007071,2,0,0,0.1,0.292397661
0.028673373,0.029340769,0.029007071,3,0,0,0.5,1.461988304
0.028673373,0.029340769,0.029007071,4,0,0,2.65,7.748538012
0.028673373,0.029340769,0.029007071,5,0,0,5,14.61988304
0.028673373,0.029340769,0.029007071,6,0,0,10,29.23976608
0.028673373,0.029340769,0.029007071,7,0,0,20,58.47953216
0.028673373,0.029340769,0.029007071,8,0,0,30,87.71929825
0.028673373,0.029340769,0.029007071,9,0,0,40,116.9590643
0.028673373,0.029340769,0.029007071,10,0,0,50,146.1988304
0.028673373,0.029340769,0.029007071,11,0,0,132.9,388.5964912
0.028673373,0.029340769,0.029007071,12,0,0,265.8,777.1929825
0.028673373,0.029340769,0.029007071,13,0,0,531.5,1554.093567
0.029340769,0.0300237,0.029682234,1,0,0,0.0096,0.028070175
0.029340769,0.0300237,0.029682234,2,0,0,0.1,0.292397661
0.029340769,0.0300237,0.029682234,3,0,0,0.5,1.461988304
0.029340769,0.0300237,0.029682234,4,0,0,2.65,7.748538012
0.029340769,0.0300237,0.029682234,5,0,0,5,14.61988304
0.029340769,0.0300237,0.029682234,6,0,0,10,29.23976608
0.029340769,0.0300237,0.029682234,7,0,0,20,58.47953216
0.029340769,0.0300237,0.029682234,8,0,0,30,87.71929825
0.029340769,0.0300237,0.029682234,9,0,0,40,116.9590643
0.029340769,0.0300237,0.029682234,10,0,0,50,146.1988304
0.029340769,0.0300237,0.029682234,11,0,0,132.9,388.5964912
0.029340769,0.0300237,0.029682234,12,0,0,265.8,777.1929825
0.029340769,0.0300237,0.029682234,13,0,0,531.5,1554.093567
0.0300237,0.030722526,0.030373113,1,0,0,0.0096,0.028070175
0.0300237,0.030722526,0.030373113,2,0,0,0.1,0.292397661
0.0300237,0.030722526,0.030373113,3,0,0,0.5,1.461988304
0.0300237,0.030722526,0.030373113,4,0,0,2.65,7.748538012
0.0300237,0.030722526,0.030373113,5,0,0,5,14.61988304
0.0300237,0.030722526,0.030373113,6,0,0,10,29.23976608
0.0300237,0.030722526,0.030373113,7,0,0,20,58.47953216
0.0300237,0.030722526,0.030373113,8,0,0,30,87.71929825
0.0300237,0.030722526,0.030373113,9,0,0,40,116.9590643
0.0300237,0.030722526,0.030373113,10,0,0,50,146.1988304
0.0300237,0.030722526,0.030373113,11,0,0,132.9,388.5964912
