cell,flux,tbr,tbr_stdev,"U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","Be9(n,2n)","Be9(n,2n)_stdev","tot(n,fis)","tot(n,fis)_stdev",heating [MW],heating_stdev,fisq [MW],fisq_stdev
11,2.7554057135598113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.04017007982146,0.016118724741868515,0.0,0.0
41,14.298747344124518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12057716551689791,1.5238078285149492e-05,0.0,0.0,45.453743583221616,0.0044674134819730395,0.0,0.0
21,14.014428722076554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.38575902864176,0.011288611884960153,0.0,0.0
31,27.621672438489373,0.02048010947920682,2.241540675577563e-06,0.00033017107273540964,2.140838972232126e-07,1.465926518755126,0.0009505110777207618,0.0,0.0,0.02048010947920682,2.241540675577563e-06,0.019028247797483064,2.167985611221992e-06,0.0,0.0,63.22993157661573,0.004763535807959231,0.09636275101997019,8.062025320106143e-06
22,39.337460093941395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.893237967203249e-06,7.519844180470443e-10,327.63636075748985,0.027623217854497648,0.0,0.0
32,675.6069413007042,0.08847367417865636,1.766294128472901e-05,0.008219474255677548,1.2676501478412764e-06,36.493643073567,0.005628239787419418,0.0,0.0,0.08847367417865636,1.766294128472901e-05,0.08762975072234867,1.4257174875735015e-05,0.0009467479641729069,1.3712244542749573e-07,352.9132357066545,0.04131042736918247,10.434021252769258,0.0015148848236041527
23,0.5680228436812432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.49740021773729,0.011981591938548822,0.0,0.0
total,774.202678456577,0.10895378365786318,1.9904481960306572e-05,0.008549645328412958,1.481734045064489e-06,37.959569592322126,0.0065787508651401795,0.0,0.0,0.10895378365786318,1.9904481960306572e-05,0.22723516403672966,3.1663238772106496e-05,0.0009556412021401102,1.3787442984554278e-07,1017.1566009501822,0.11755352307898988,10.530384003789228,0.0015229468489242589
