cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"Th232(n,fis)","Th232(n,fis)_stdev","Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr
11,3.084415053518622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,6.168924198797059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,30.80205485460027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6.183115787029157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,269.0665224811738,0.809581304124716,0.0010680862838827923,0.0017922136868457623,2.1715131734990787e-06,0.8113735178115618,0.0010702577970562914,0.0017922136868457623,0.00011150957803842385,0.0011245015094158537,2.127110813512826e-06,4.866136056063214
23,26.985389720054513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,113.0131404270926,0.3911008195357767,0.0004722199407860252,0.00018088618264175283,5.332563196383216e-07,0.3912817057184184,0.0004727531971056635,0.00018088618264175283,1.6229503837267958e-05,0.0005762651586775587,1.0899600070889465e-06,2.4937135637555086
24,6.069063260887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,7.160450601882864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,25.944284391530594,0.09765118533795072,0.0003891429038387024,1.565886699579097e-05,2.3341705738472356e-07,0.09766684420494652,0.0003893763208960871,1.565886699579097e-05,1.808023554702331e-06,0.00015029923703279314,6.959212619488621e-07,0.6504006712307528
26,2.8927595644039603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,497.3701203409704,1.2983333089984432,0.0019294491285075197,0.0019887587364833064,2.938186550522124e-06,1.3003220677349265,0.0019323873150580422,0.0019887587364833064,0.00012954710543039414,0.0018510659051262056,3.9129920825506344e-06,8.010250291049475
