cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"Th232(n,fis)","Th232(n,fis)_stdev","Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr
11,2.97974686906748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,5.96028110157248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,29.75727705930524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,5.979615702686419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,242.2729072119718,0.7880163803284509,0.0003128322338973334,0.0013849810154145524,4.468284545127822e-07,0.7894013613438654,0.00031327906235184615,0.0013849810154145524,0.015977359311743468,0.18221207181919746,6.964084500531877e-05,788.4993707033577
23,21.571855303735692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,80.79339962544178,0.310316801227566,0.0001099459869649135,0.00010585902096607045,1.9707596173903847e-07,0.31042266024853205,0.00011014306292665254,0.00010585902096607045,0.0016758012214068943,0.0775744176719493,3.462404025931175e-05,335.6933429619618
24,3.5922085321892454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,4.395341032031468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,14.19723422713449,0.06067886451581628,4.5747363331160034e-05,6.77977479312633e-06,5.222919099259027e-08,0.0606856442906094,4.5799592522152626e-05,6.77977479312633e-06,0.00013306437917687654,0.01601337290586723,1.5131669617436952e-05,69.29581741237963
26,1.2754670566539708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,412.77533372179005,1.1590120460718332,0.00046852558419340694,0.0014976198111737492,6.96133607244411e-07,1.160509665883007,0.0004692217178006513,0.0014976198111737492,0.017786224912327238,0.275799862397014,0.00011939655488206748,1193.488531077699
