cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"U238(n,fis)","U238(n,fis)_stdev","U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr
11,2.9845008378242452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,5.950920219278505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,29.960760550781515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6.002986368720598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,282.60867985794516,0.8657286854588612,0.03633425461176629,0.0018874054649511325,8.832536513630804e-05,0.8676160909238123,0.0364225799769026,0.0018874054649511325,0.0008038002619947734,0.0019166816235575129,7.276158441309134e-05,8.508187857992684
23,29.957553872729594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,125.1885702506799,0.4638583192953515,0.053870665245606325,0.00017049541329583565,5.321953138496821e-05,0.4640288147086473,0.053923884776991296,0.00017049541329583565,0.00011298780746944222,0.0010441413057244394,0.00015318538602467237,4.634964028561176
24,5.882311969691775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,8.281682067080585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,28.803848698088864,0.10445054166015508,0.006283330019988547,7.329683567590756e-06,6.9279522756339374e-06,0.10445787134372267,0.00629025797226418,7.329683567590756e-06,1.583591958652019e-05,0.00025248291175480615,1.2134746724668633e-05,1.1207766682479603
26,2.28606667525805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,527.9078813680788,1.4340375464143678,0.09648824987736115,0.002065230561814559,0.0001484728487969102,1.4361027769761823,0.09663672272615807,0.002065230561814559,0.0009326239890507358,0.0032133058410367585,0.00023808171716243234,14.263928554801819
