cells,volume_m3,stdev_m3
10,772.8949709901165,0.1576642635039059
11,1.284256396464151,0.007156395731220044
21,6.339385405879774,0.01588973368343505
22,19.29942887252746,0.027679453754774597
23,26.23119818495792,0.0322414715100339
31,12.744910375198002,0.022511887671058283
32,758.8892203365112,0.1565690009231984
99,766.819744926269,0.15719164496609167
