cell,flux,tbr,tbr_stdev,"Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr,U233_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","Th232(n,fis)","Th232(n,fis)_stdev",heat_eV_src,heat_eV_src_stdev
11,3.100049776655555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450355.6520854033,127.15702247963112
21,6.1994873984113426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587618.3909653896,140.67715011570616
12,30.949883035098086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490278.845797786,114.04879395235932
22,6.213509594960917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541444.7489785177,147.13658726085322
31,271.1659836378812,0.8257548169238973,0.00028240399858753734,0.0,0.0,0.0,0.0,0.8239648264644682,0.000281794421834913,0.0017899904594290677,6.095767526243386e-07,0.0,0.0,9153115.295074362,1764.9189286961007
23,27.47175245002989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401196.8608112851,257.7278122773179
32,120.96761573619135,0.4394331794572938,0.00020899385272739147,0.0,0.0,0.0,0.0,0.439253977096284,0.00020878492211826174,0.00017920236100979893,2.0893060912974477e-07,0.0,0.0,2973563.338174799,954.2356316904962
24,11.844110350317674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76410.66934107075,183.34358802191375
41,1.1420535999451666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16772.944706768893,46.75573058155569
42,11.217634605799653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115508.59224075273,219.33109054830663
25,7.572261540139298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61487.40079123099,61.30959832408603
33,31.336501717170698,0.1289507620870276,0.00010767471754916986,0.0,0.0,0.0,0.0,0.12893547950939818,0.00010761346496725276,1.5282577629431683e-05,6.125258191710108e-08,0.0,0.0,750912.9347316988,542.344235101789
26,7.359710181347322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42505.09752786287,102.02994201098281
43,0.7237955860620743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9340.35294667125,35.37336105633641
44,7.190639330202795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70875.60217480583,199.03715924779237
total,544.454988540213,1.3941387584682188,0.0005990725688640986,0.0,0.0,0.0,0.0,1.3921542830701505,0.0005981928089204275,0.0019844753980682987,8.797599436711844e-07,0.0,0.0,15741386.726348408,4895.426631365229
