cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"Th232(n,fis)","Th232(n,fis)_stdev","Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr
11,3.1777134882370435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,6.354355685063066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,31.741197613109268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6.378575687173096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,271.00285749410125,0.892334257590319,0.00024172062597362445,0.0017571144209604476,7.083095910136712e-07,0.8940913720112795,0.00024242893556463812,0.0017571144209604476,0.0016018828640074906,0.013745181266549783,4.433594326469707e-06,59.480509006188754
23,26.490446994761818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,108.54937873495183,0.4015289674005483,0.00017273180520582335,0.00014630463348127356,8.081204492972405e-08,0.40167527203402953,0.00017281261725075306,0.00014630463348127356,0.00021272556250328525,0.006496042845519942,3.769906242861079e-06,28.110792246723513
24,5.814465398769278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,6.792918951317867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,24.179667234512547,0.09560114572190567,7.741695167860278e-05,1.0483219974701768e-05,5.896440547402182e-08,0.09561162894188037,7.74759160840768e-05,1.0483219974701768e-05,2.1632273593788418e-05,0.001592942706615919,1.32641875878658e-06,6.893255255774016
26,2.679377530700142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,493.1609548126972,1.389464370712773,0.0004918693828580505,0.001913902274416423,8.48086041417417e-07,1.3913782729871895,0.000492717468899468,0.001913902274416423,0.0018362407001045642,0.021834166818685642,9.529919328117367e-06,94.4845565086863
