x,y,z
7.059014544297970151e-02,-2.461186627634366908e-01,7.019753415129119212e+00
2.378627094927017183e-01,-2.058213663096934154e-01,8.182123524319527164e+00
-2.265240731998681145e-01,-1.400646751624507746e-01,2.361403942345070206e+01
-4.869333916156615150e-02,-1.493755501883010095e-01,2.753338026250707671e+01
-2.579421427034640502e-01,-1.487205039730514211e-01,1.648628294821612528e+01
-3.143192629271079896e-02,2.040434003767012117e-01,8.985320197126188901e+00
1.018474068493913087e-02,6.612262402079138734e-02,2.090268572399897717e+00
7.694834153547913669e-02,-2.357399895017429081e-01,2.927321684337578223e+00
-4.282089072931527518e-02,-2.704316429685607592e-01,2.228296095500715879e+01
1.162846944552741180e-01,-1.347207250580264581e-01,2.340306095300148570e+01
3.342120487011657204e-02,-2.254866370714854185e-01,4.363130824940513719e+01
7.004743483933140169e-02,3.018510151590401147e-01,3.982162592336377482e+00
-7.965139922717562326e-02,-1.635997677657774763e-01,3.729318791183681725e+01
-1.024929947507368655e-01,-1.567413583186790804e-01,2.442132374212118151e+01
-2.569187170305573531e-01,2.162219397295154222e-01,3.354778965589686912e+00
1.638546287333264573e-01,1.940939330537941876e-01,3.332009328034066353e+00
8.821980974511767215e-02,-1.209924632179295023e-01,2.860125762871063682e+00
-1.352421488124437021e-01,-1.250813330898624953e-01,3.283227802521288652e+01
9.842237075465498641e-02,2.770507173133616163e-01,2.124967163228771838e+01
-2.721803170311451470e-01,1.525766452580529231e-01,3.423532718776038308e+01
4.384383486097453986e-02,1.938770172574884043e-01,2.222080183639758388e+01
1.626533942281677136e-02,-5.184440136445772618e-02,1.143860703484283370e+00
-1.328282955398882581e-01,6.132329528344859781e-03,4.084049132667418291e+01
-1.793814100439799775e-01,-6.412101856800694888e-02,3.399980123443719293e+01
9.545038778320796835e-02,2.657800522793120068e-01,3.616524346046015381e+01
-2.242591228670413606e-01,2.808759634195791000e-01,2.427040088620428193e+01
2.199734310198867560e-01,2.834033250952594507e-01,1.431015637373387506e+01
-2.790078480004473116e-01,-1.946623912012407365e-01,1.921985048818153530e+01
2.275395650175437989e-01,2.581027323199137635e-01,3.128458739035816505e-01
7.689694994248263971e-03,-5.909242724704860672e-02,9.994851471182860436e+00
-1.264983021391496432e-01,1.344468985737845568e-02,3.163585315028300471e+01
-1.775997673369519581e-01,-1.968694033998186210e-03,1.353952394175463425e+01
2.921142414091407735e-01,-1.863434672277812509e-01,6.520269244105039164e+00
1.231629841689060867e-01,1.871888347676974318e-01,1.069368947965798533e+01
1.632887974317854818e-01,-9.460116853937433623e-02,2.845376237671107589e+01
9.554050804942015862e-02,2.559678645548968401e-02,4.063039652448373396e+00
2.399089355940997592e-01,-1.282318635127230044e-01,8.393332967993440974e+00
1.038711315379614031e-01,-2.329908200469286150e-01,3.109219821461096700e+01
2.699863073440919026e-01,-1.731927653698061564e-01,2.969928207153805744e+01
2.269724842439699852e-01,3.949618069941529530e-02,2.383427602602029083e+01
2.864991199003629196e-01,9.523409267902321895e-02,1.525634059719152980e+01
-1.078905493646411251e-01,1.616712882316563293e-01,4.036996169786596766e+01
2.769603365616913893e-01,2.002509530611298327e-01,2.889142407694295045e+01
3.486902629179239321e-02,1.373010139491220305e-01,2.933825667761702505e+01
-1.972853090809694732e-01,1.518142328741619584e-01,1.067620893735600340e+01
-1.249265159670439607e-01,1.763646003619462332e-01,2.923348045712466003e+01
2.498693502085843621e-01,1.127720244408956796e-01,2.557388715009622260e+01
-2.907257036189998534e-01,-9.464934291097532038e-02,1.193410654567764517e+01
1.886840116764931796e-03,5.502472945015995931e-02,2.216329622184887427e+01
-2.180536422304991673e-01,1.591644884696070683e-01,1.263475630983851161e+01
2.525782653868960947e-01,-1.470718177242114344e-01,1.732939778708663781e+01
2.512382884703111552e-01,-1.309923053106833435e-01,7.627173600874161963e+00
2.700104329644521517e-01,1.722699460031332785e-01,3.136570834478705905e+01
1.448773620927766848e-01,-1.005340813022651547e-01,1.321163299190220108e+01
2.213479067448764770e-01,2.218861338929538629e-01,3.901825433610466831e+01
2.134302005507275890e-01,1.072991924714909451e-01,3.158850947659665209e+01
2.116396549815302564e-01,2.790488220704686606e-01,1.520978205831911190e+01
-1.527297341022125221e-01,6.499119793712720972e-02,1.372511247257224287e+00
-2.668382031975764512e-01,1.591505256921255107e-02,3.464970988943748864e+01
-2.033300548260087159e-01,8.792813544849470420e-02,3.840635924719559835e+00
9.833109452196681088e-02,1.617683492785643162e-01,4.391334357581406067e+01
1.166289920950525083e-02,-1.266746436105385121e-01,3.578337876459166722e+01
-1.639695242219859073e-01,-4.366594848511734517e-02,3.530537160401967967e+00
1.402195444600409235e-01,-6.514416827158991952e-02,7.798244403188060225e+00
-2.458192959688379475e-01,-1.787012063632320569e-01,2.471519991177542153e+01
1.535433826918946032e-01,1.146212230415367128e-01,1.259702536256742711e+01
7.993619393067902257e-02,-5.752615533291632888e-02,1.114789452755208643e+01
-1.030515484250223435e-01,1.844888920372561580e-01,6.477069883390140781e-01
2.543320478598756207e-01,1.457171983864069542e-01,2.133782230892963483e+01
-2.877496580542084348e-01,-5.998841353906436691e-03,2.130622968512545512e+01
-2.338240620793841651e-01,-4.732914497023027467e-02,1.793271304788180487e+01
-8.971467423475987246e-02,9.005276969353614991e-02,2.264113163610394608e+01
2.550684813702446263e-01,1.135452934233551758e-01,7.332049218664336010e+00
-8.001441779923357256e-02,1.025227202955036887e-01,2.062138007211824942e+01
-2.901760615791332265e-01,1.309413463794033561e-01,3.203489180710304307e+00
-1.295229365248137809e-01,2.467582849986447169e-01,1.047237108112164083e+00
2.250021992923835201e-01,-1.560829086496323681e-01,5.317417242974531888e+00
1.407654418180497857e-01,9.225860687100700952e-02,3.948624060871738095e+01
1.681933318416802825e-01,2.171406056903592008e-01,1.269155576570879163e+01
-2.307920064256083204e-01,1.793148547990341957e-01,3.630756326702687886e+01
1.977734734108987924e-01,-1.139050669489657386e-01,4.188407965216040907e+01
2.564443239436750011e-01,-5.080477341317435336e-02,3.378919805061737947e+01
3.758072486441776938e-03,2.335803170000891882e-01,1.440223204637752907e+01
2.829968699890313966e-01,-7.927619886570630436e-02,4.876943166134262153e-01
2.900508041279831195e-01,-2.924343827595214385e-01,1.436911369156866947e+01
-1.225905177878251207e-01,1.234369553231209893e-01,3.385685382469559812e+01
2.086248057858446359e-01,2.072217811695032941e-01,4.104274637191066333e+00
-4.183492626734874875e-02,2.774023427635634587e-01,1.579117556484354168e+01
-2.739885497460480268e-01,-2.554394514911959568e-01,3.426797842728625199e+01
8.458502430278480588e-02,-2.853967252341436112e-01,3.784806275174884327e+00
1.812920915527727050e-01,-8.853626655262974987e-02,3.757532251440094395e+00
1.982986183460809793e-01,4.178824068596853625e-02,1.908999041611393110e+01
-2.727357809101945696e-01,-2.736599704309814474e-01,2.921446359522285974e+01
1.760451111144103464e-01,5.965035142701768933e-02,4.329776468135438705e+01
-8.953010035078973194e-02,-1.533230022653286617e-01,3.908696076852571366e+01
