cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"U238(n,fis)","U238(n,fis)_stdev","U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev,heat_eV_src,heat_eV_src_stdev
11,2.3431775842530285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850526.2058486168,158.12851574674593
41,11.839423840366056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,794276.163694891,75.2896449020442
21,11.319491802442244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1166424.8815569782,121.63050771790293
31,21.477771710286994,0.11389266251397209,1.5341680945904163e-05,0.018942885940976692,2.165767747148759e-06,0.13283554845494877,1.750744869305292e-05,2.802404170896062e-05,2.627428570810368e-09,0.0005082213697805534,3.0679624208318133e-07,2.256004771159411,0.0013618746221007855,1668430.0561169076,121.70676506170005
22,28.789828614988064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2497499.575233872,239.35812365716166
32,160.1020411480174,0.9759865854383599,0.00010624304015221073,0.08134406878719565,1.6168330714858465e-05,1.0573306542255556,0.0001224113708670692,0.00012288614668850068,1.8597722425818143e-08,0.0041805563453840115,1.552271391700423e-06,18.55757278636173,0.006890563589096075,9599994.739325926,977.2727593788535
23,0.01229614601098173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665.1464591717283,4.259380483389604
total,235.88403084636477,1.089879247952332,0.00012158472109811489,0.10028695472817234,1.8334098462007222e-05,1.1901662026805044,0.00013991881956012213,0.0001509101883974613,2.122515099662851e-08,0.004688777715164565,1.8590676337836043e-06,20.813577557521143,0.00825243821119686,16577816.768236363,1697.6456969477977
