cell,flux,tbr,tbr_stdev,"U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","U238(n,fis)","U238(n,fis)_stdev",heat_eV_src,heat_eV_src_stdev
11,1.989763872951608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488046.9517581509,2303.0284564669823
21,24.28273012560178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3184331.923010585,8187.171320747489
31,64.0430119611417,0.4515811210622532,0.0031747822104147903,0.03389318573897573,0.0004473665759613764,150.45252577619402,1.9858691307331418,0.447286809952001,0.0031270342088599717,0.004294311110252194,4.7748001554818744e-05,0.004753427614686117,4.5913607418754013e-05,5848795.993758286,43367.08315630462
22,0.5671939355250807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48628.796728303365,1605.1992063774815
32,123.71697868812166,0.8498203649113136,0.004454342740803964,0.06285665401038502,0.00042515049827089856,279.02193764062963,1.8872515198920088,0.8404739472723667,0.004399940743002058,0.00934641763894693,5.440199780190587e-05,0.010224518114466901,5.179550223091126e-05,11818375.976977961,46702.79428441789
23,0.07295038941594013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5901.5955022021635,373.214347636662
total,214.67262897275776,1.3014014859735668,0.007629124951218754,0.09674983974936074,0.000872517074232275,429.47446341682365,3.8731206506251503,1.2877607572243677,0.00752697495186203,0.013640728749199124,0.00010214999935672461,0.014977945729153019,9.770910964966527e-05,21394081.237735488,102538.49077195112
