energy_mid_eV,"U (n,2n)","U (n,2n) err",U nu-fission,U nu-fission err,"U (n,elastic)","U (n,elastic) err","U (n,n')","U (n,n') err"
149.97054959031854,0.0,0.0,0.0,0.0,1.2037597039339758e-08,6.87935060279581e-09,0.0,0.0
152.4836223009744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155.03880684269512,0.0,0.0,0.0,0.0,1.5525446654295853e-08,9.42698765272675e-09,0.0,0.0
157.63680888798584,0.0,0.0,0.0,0.0,7.634786386384288e-09,5.371274320819707e-09,0.0,0.0
160.27834593438234,0.0,0.0,0.0,0.0,7.508957966060415e-09,5.28275069635783e-09,0.0,0.0
162.96414750260416,3.6926016578945476e-09,3.6926016578945476e-09,0.0,0.0,0.0,0.0,0.0,0.0
165.69495533802825,0.0,0.0,0.0,0.0,1.0895232386849525e-08,8.087948773127898e-09,0.0,0.0
168.47152361553907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171.29461914781118,0.0,0.0,0.0,0.0,7.026043015702977e-09,4.943007245693555e-09,0.0,0.0
174.16502159708216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177.0835236904736,0.0,0.0,0.0,0.0,3.3981799588388102e-09,3.3981799588388102e-09,0.0,0.0
180.05093143892157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183.06806435977435,0.0,0.0,3.2870926086970515e-09,3.2870926086970515e-09,0.0,0.0,0.0,0.0
186.13575570312085,0.0,0.0,0.0,0.0,9.698754744445391e-09,5.542728675791317e-09,0.0,0.0
