cell,flux,tbr,tbr_stdev,"U238(n,g)","U238(n,g)_stdev","Th232(n,g)","Th232(n,g)_stdev","U235(n,inel)","U235(n,inel)_stdev","U238(n,inel)","U238(n,inel)_stdev","Th232(n,inel)","Th232(n,inel)_stdev","U235(n,el)","U235(n,el)_stdev","U238(n,el)","U238(n,el)_stdev","Th232(n,el)","Th232(n,el)_stdev","Li6(n,el)","Li6(n,el)_stdev","Li7(n,el)","Li7(n,el)_stdev","Be9(n,el)","Be9(n,el)_stdev","Pb(n,el)","Pb(n,el)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev,U233_kg/yr,U233_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","Be9(n,2n)","Be9(n,2n)_stdev","Pb(n,2n)","Pb(n,2n)_stdev","tot(n,fis)","tot(n,fis)_stdev","tot(n,nufis)","tot(n,nufis)_stdev",heating [MW],heating_stdev,fisq [MW],fisq_stdev
11,3.104480242087876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.97306267334336,0.12566838324968013,0.0,0.0
21,6.2046193881854235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.689548761795194,0.10917990875037491,0.0,0.0
12,31.076006310570712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.108804574910334,0.09004515095893602,0.0,0.0
22,6.249381537822992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.39920213222035,0.09264862869951881,0.0,0.0
31,256.046212301703,0.6199695828380043,0.0024151929253346124,0.3646763230960832,0.0014893928837330615,0.0,0.0,0.005586104781367175,5.62259610321695e-06,1.0409086842941893,0.0016674438410469981,0.0,0.0,0.06901527756448794,0.00020490749838835958,11.161375406596719,0.03341084028575208,0.0,0.0,0.7972009528292042,0.001864919911542931,0.08780596952776758,0.0002114830497246564,0.0,0.0,0.0,0.0,1619.1263770011315,6.612755342316547,0.0,0.0,0.6189956005946169,0.0024119232876094483,0.000973982243387425,3.2696377251641024e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1906.2538313740345,4.933159638541837,1268.5969935099683,3.4527626292681517
23,22.595063605234337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.07119620574855,0.189898094094425,0.0,0.0
32,84.61539168130216,0.26345976343014016,0.0014128916382709906,0.1634163169098017,0.001027921271864782,0.0,0.0,0.0013022755896485467,2.7490401219681244e-06,0.24013281380593376,0.0009404532520598065,0.0,0.0,0.02570125342459129,0.00011693217080981928,4.210558586790409,0.019255808668249115,0.0,0.0,0.2381298369697545,0.0011373135289656632,0.02746216012907803,0.0001243255071256567,0.0,0.0,0.0,0.0,725.5520920433395,4.563867570635532,0.0,0.0,0.26337461913483573,0.0014113663193125966,8.514429530444452e-05,1.5253189583939332e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.78535270508166,2.4216451548630085,209.33345077045524,1.5788575614938527
24,5.510770487246247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8986776663929463,0.08185326960919197,0.0,0.0
41,0.8841071453529723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.704113448880726,0.0465398055907419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2716113915514216,0.0005637430908165653,0.1174467236919522,0.0003027412310951731,0.40563739759475526,0.001071246891712277,1.0125240792115884,0.031116257558825865,0.0,0.0
42,6.516180814747689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.335081708556368,0.02683594363913618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01974902185145195,0.0002592366480355638,0.019127656644275567,0.0001336400729307304,0.05636460738882477,0.0004789384460315297,6.0865489521316904,0.1329612617561861,0.0,0.0
