cell,flux,tbr,tbr_stdev,"U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","U238(n,fis)","U238(n,fis)_stdev",heat_eV_src,heat_eV_src_stdev
11,3.0950982541158085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452256.0083193119,171.17077390106823
21,6.1907234698363816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587451.5763409187,145.86696733609955
12,30.891885692706374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490004.40061820135,121.55791164391388
22,6.203426843572391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541271.3185412679,137.97919040921445
31,271.8022079306945,0.8140028973346605,0.00024712571981201246,0.008746394810984234,3.905976412729259e-06,38.825420569277625,0.017338707002734356,0.8122500647338857,0.0002464866326162045,0.0017528326007747541,6.390871958079512e-07,0.0039040287218154762,1.17354325181819e-06,9985621.65782289,1872.1426213810919
23,27.635990136591815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409206.4337185022,276.0944584927898
32,121.74813795963792,0.43524147827054077,0.00017636051998225682,0.0051702623458447314,3.410965236875233e-06,22.950897411905483,0.015141342545222237,0.4350605176924918,0.0001761230498055129,0.0001809605780489457,2.3747017674389808e-07,0.0006247418897685391,5.160277327370996e-07,3157372.442552056,1067.9907421991902
24,11.912648227558364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78626.02242593528,138.3486322848777
41,1.148234085603649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17327.254161164317,45.51911661723118
42,11.257926672094971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118209.17223061349,287.6910763202705
25,7.596853183277628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62903.690796978466,84.5964226124969
33,31.058481888579713,0.12459601393092595,9.297362858119495e-05,0.0015802804984731771,2.147924997156048e-06,7.014896571281635,0.00953468179381942,0.12458020139786244,9.290877530781358e-05,1.58125330635116e-05,6.485327338137925e-08,7.417344669623272e-05,1.5233398558200427e-07,765519.9716874489,581.1725507211703
26,6.798066142731958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39961.41263037542,82.40685177877334
43,1.0977894596624604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14561.150829092834,50.599802206656605
44,8.04686236651852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90173.89188854773,235.52414051972178
total,546.4843323131824,1.373840389536127,0.0005164598683754642,0.015496937655302143,9.46486664676054e-06,68.79121455246475,0.04201473134177601,1.37189078382424,0.000515518457729531,0.0019496057118872114,9.414106459332286e-07,0.004602944058280248,1.8419049701372938e-06,16810466.404563308,5298.661258424568
