fertile_kgm3,void_cell,cellfrom,leakage,leakage_stdev
750,99,"[42, 44]",0.08560478477037477,4.2652818209851574e-05
750,98,[44],0.03716032491831157,1.724734050669175e-05
750,total,,0.12276510968868634,4.600797382841822e-05
