cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"Th232(n,fis)","Th232(n,fis)_stdev","Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr
11,3.201821106584981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,6.403455382549313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,31.984054466205002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6.425532507846738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,274.089224690587,0.8952119504379766,0.0002809753000259549,0.0017901119157925044,7.068560478024984e-07,0.8970020623537691,0.0002816821560737574,0.0017901119157925044,0.0001378568984048896,0.0011446866390195623,4.583515774778842e-07,4.953484615525744
23,27.016262519333385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,111.66453879434444,0.4073810428959126,0.0001355613552888589,0.0001503135228483259,1.3122470035366644e-07,0.4075313564187609,0.00013569257998921258,0.0001503135228483259,1.8771122710486656e-05,0.0005451144613004265,1.8476655240273809e-07,2.3589129161715676
24,6.112463522707027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,7.074208429037017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,25.44099142101699,0.0987514337318629,8.98625163616533e-05,1.0865153960865482e-05,6.56908844464176e-08,0.09876229888582377,8.992820724609973e-05,1.0865153960865482e-05,1.9575695772458e-06,0.00013548774175653063,1.4094261328664447e-07,0.5863058251104736
26,2.89503045370284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,502.3075832939147,1.401344427065752,0.0005063991716764671,0.0019512905926016956,9.037716326025825e-07,1.403295717658354,0.0005073029433090697,0.0019512905926016956,0.00015858559069262205,0.0018252888420765194,7.840607431672668e-07,7.8987033568077845
