cell,flux,tbr,tbr_stdev,"Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr,U233_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","Th232(n,fis)","Th232(n,fis)_stdev",heat_eV_src,heat_eV_src_stdev
11,2.9216521290464863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458688.53504961723,175.62695439564658
21,5.843247756279318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582207.676061873,160.84460689320625
12,29.1597065891852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483987.4636283245,121.94123174267887
22,5.8538519127953945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535783.8396060477,132.74600072896243
31,261.9393691610509,0.6305189036013052,0.0001856384471965157,0.11887535697987481,4.2118145070323734e-05,514.4178606551181,0.18226087081703468,0.629149943350878,0.00018519374046949437,0.0013689602504272508,4.447067270213312e-07,0.01026180307394784,2.2771452939856254e-06,10693205.659013193,2035.8683682941864
23,27.25433432660038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474515.51072615443,285.6233547038097
32,121.94457609915622,0.35337528853876116,0.00013883483363250616,0.07139069768483221,3.013529279980193e-05,308.93408782717717,0.1304066145089613,0.3531923082688467,0.0001386200313232532,0.00018298026991448623,2.1480230925295456e-07,0.0017375884724422095,1.4758854089853188e-06,3338306.4875863325,1388.435716557908
24,11.191150892063341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90533.47295670424,175.47349871841826
41,1.76069855115627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30928.28786313888,79.03939331413167
42,12.492679917868967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169498.93840312463,432.26820293893974
25,7.8426752462914315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79772.03717888775,114.26262682509262
33,33.08731723562957,0.11106217893533933,8.533950112123e-05,0.023496524176801214,2.134093369757957e-05,101.67819476586416,0.0923501534380264,0.11104201807411286,8.527039194368026e-05,2.0160861226467173e-05,6.910917754975128e-08,0.00022441174459106151,5.486466088427992e-07,840598.9153305363,657.5518381935393
26,7.928995142713841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57694.41775841815,127.39005387760439
43,0.7730181639994705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12862.701131773056,44.13405086132239
44,7.368816021184017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89936.44351339259,172.7732529607804
total,537.3620891450207,1.0949563710754058,0.00040981278195025185,0.21376257884150823,9.359437156770525e-05,925.0301432481594,0.40501763876402236,1.0933842696938376,0.00040908416373642783,0.0015721013815682043,7.286182138240371e-07,0.01222380329098111,4.301677311813743e-06,17938520.385807518,6103.979151006226
