cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"U238(n,fis)","U238(n,fis)_stdev","U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr
11,3.1948549418947874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,6.393009392371927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,31.939518112928294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6.422330148621819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,267.2305303531023,0.9006411345149956,0.0002771590994013126,0.0015513017600708764,5.602219277891063e-07,0.9021924362750665,0.00027771932132910173,0.0015513017600708764,0.04063373666762564,0.09229659753726514,3.0447980433887497e-05,409.70643264323735
23,24.87922642123665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,97.05719551143264,0.378619589716631,0.00018691087979867807,0.0001238044231053125,1.4245633968993208e-07,0.37874339413973634,0.000187053336138368,0.0001238044231053125,0.005222035207183932,0.04202372897885382,2.3891193285164596e-05,186.54416896940148
24,4.6259448197080095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,5.614932204137819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,18.88811461541822,0.08065111659040733,8.619935994927269e-05,8.42865213973821e-06,8.325259791574453e-08,0.08065954524254706,8.628261254718844e-05,8.42865213973821e-06,0.0004941074819726305,0.00946668330458769,1.344059066151046e-05,42.02279552201185
26,1.8320761656539748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,468.0777326865064,1.3599118408220339,0.0005502693391492634,0.001683534835315927,7.85930865394783e-07,1.36159537565735,0.0005510552700146581,0.001683534835315927,0.0463498793567822,0.14378700982070666,6.777976438056255e-05,638.2733971346506
