mtu,li6_tbr,li7_tbr,tbr,tbr_err
0.0,1.0711767126430616,0.1609429085102122,1.2321196211532737,5.228055597669076e-05
0.1,1.0713101421937727,0.1609738468483793,1.232283989042152,5.156764537565256e-05
0.2,1.070989159895225,0.16088594156015412,1.2318751014553793,5.239125637811248e-05
0.5,1.0709398784379873,0.1608308344960835,1.231770712934071,5.2150261436680376e-05
1.0,1.0713899593571645,0.16083445973106056,1.232224419088225,5.206912790565643e-05
2.5,1.0712293977475382,0.16060422625113846,1.2318336239986767,5.177051217404485e-05
5.0,1.071267581559378,0.1602790242550515,1.2315466058144295,5.2569138218077674e-05
10.0,1.0718986009310842,0.15968393492615648,1.2315825358572408,5.217803615785658e-05
15.0,1.0723374833934973,0.15902735073819196,1.2313648341316892,5.151482175565269e-05
20.0,1.0731872709074644,0.15836024350663622,1.2315475144141006,5.1397348268315665e-05
25.0,1.0742525430939278,0.15774827000055602,1.232000813094484,5.167189133035471e-05
30.0,1.074657968500521,0.15710711707405461,1.2317650855745756,5.187470622251743e-05
35.0,1.0756831028468947,0.156410333977289,1.2320934368241838,5.117955053673738e-05
40.0,1.0767228783867577,0.15582767503830106,1.2325505534250587,5.1153994307913406e-05
45.0,1.0774160972223303,0.15517673810653418,1.2325928353288644,5.079277311073302e-05
50.0,1.0784264253746243,0.15456860309736037,1.2329950284719846,5.067826255094794e-05
