mtu,li6_tbr,li7_tbr,tbr,tbr_err
0.0,1.071529315252102,0.1551533789994517,1.2266826942515536,5.219728529053145e-05
0.1,1.0716150878389434,0.1551832413012173,1.2267983291401607,5.148751585240626e-05
0.2,1.0714184553707695,0.15509657577836963,1.226515031149139,5.204129266393073e-05
0.5,1.0714198791942382,0.1550446282427927,1.2264645074370308,5.160826334437858e-05
1.0,1.0718224711867086,0.1550507443235411,1.2268732155102497,5.162245998555947e-05
2.5,1.0720108089060372,0.15482560532399298,1.22683641423003,5.14054613003389e-05
5.0,1.0723288248640819,0.15451427180006674,1.2268430966641486,5.211696926390579e-05
10.0,1.07365684679814,0.15394396995015783,1.227600816748298,5.176983723427179e-05
15.0,1.0744451058393625,0.1533130312570156,1.2277581370963782,5.108276657716292e-05
20.0,1.0758394734384609,0.15266894547913426,1.2285084189175952,5.117413412479829e-05
25.0,1.077342893570939,0.1520792475013099,1.229422141072249,5.169376929372417e-05
30.0,1.0783151031474525,0.15146314152156154,1.229778244669014,5.174178761671624e-05
35.0,1.0797137787733857,0.1507935850763541,1.23050736384974,5.1109749649777016e-05
40.0,1.0812516710780227,0.15023352031611614,1.231485191394139,5.0757345261585796e-05
45.0,1.0822239402811034,0.14960624848478274,1.231830188765886,5.048138699698609e-05
50.0,1.0836417998344123,0.14901678319352396,1.2326585830279364,5.039931077566562e-05
