cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"U238(n,fis)","U238(n,fis)_stdev","U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr
11,5.387431521917627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,10.874089247675851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,54.61472457079536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,11.040913455495188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,550.5688324792558,0.35612873135620693,0.0004484781837608602,0.016579270675548114,1.9498051306645983e-05,0.372708002031755,0.0004679762350675062,0.016579270675548114,0.0001623556736836457,0.004599638599583999,1.0944098549036858e-05,20.417887250099557
23,63.88273458750599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,318.65392054597004,0.2794680801334305,0.0004478494502782521,0.001671855514789106,4.734909769475926e-06,0.2811399356482196,0.000452584360047728,0.001671855514789106,2.5840766976620723e-05,0.00425639960424987,1.0900836827617884e-05,18.894242521315096
24,27.602548315678302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,4.180722545246517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,27.097548551069913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,22.92036889426026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,106.2019570885866,0.12154822060663255,0.00014274316084887437,0.00014735367375843264,1.7080343293802758e-06,0.12169557428039098,0.00014445119517825464,0.00014735367375843264,3.1210990826574114e-06,0.002096184102584363,8.6872299765833e-06,9.305002933467323
26,24.90691795049871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,2.321074797892769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,18.283680104967562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,1248.5374646568162,0.7571450320962699,0.0010390707948879866,0.018398479864095655,2.5940995405502184e-05,0.7755435119603656,0.001065011790293489,0.018398479864095655,0.00019131753974292384,0.010952222306418232,3.0532165353238045e-05,48.617132704881975
