cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"Th232(n,fis)","Th232(n,fis)_stdev","Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr,U233_kg/yr_stdev,heat_eV_src,heat_eV_src_stdev
11,1.942983602053569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484161.50597020006,83.37260819874491
21,23.708993696201674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3191451.831691671,244.10918926403392
31,61.44708916533838,0.48291000913107107,0.00010914644639627827,0.004847638694565163,1.3516302027571896e-06,0.48775764782563624,0.00011049807659903546,3.1583051959023185e-07,8.062004866470712e-11,1.1271816121752238e-05,5.4366686082990216e-09,0.04877733857010676,2.3526486108012246e-05,4771277.756384439,945.1968881845264
22,0.5413633433059959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47658.71993571554,44.45421455942681
32,118.39788718730131,0.9065217919961909,0.00013007684701496275,0.010547592908192188,1.7222067673164211e-06,0.9170693849043831,0.00013179905378227916,6.789073362858211e-07,1.0044830241552261e-10,2.113063351294082e-05,7.289609371815047e-09,0.0914401063616121,3.154484960827872e-05,9534678.311151646,1118.519315559773
23,0.07313477073852363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6567.157149988417,15.046893921390902
total,206.1114517649395,1.389431801127262,0.00023922329341124102,0.01539523160275735,3.0738369700736107e-06,1.4048270327300192,0.00024229713038131462,9.94737855876053e-07,1.8106835108022973e-10,3.240244963469306e-05,1.2726277980114069e-08,0.14021744493171884,5.5071335716290964e-05,18035795.28228366,2450.699109687896
