cell,flux,tbr,tbr_stdev,"U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","U238(n,fis)","U238(n,fis)_stdev",heat_eV_src,heat_eV_src_stdev
11,3.0792487285791053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477103.2121475494,191.89200049022975
21,6.161316212712065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589085.0574684441,160.99227425498302
12,30.76161813688714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490348.455591917,128.2454505941387
22,6.179254847306725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543254.8912163307,133.66396959458288
31,278.2534588352209,0.6836725999380022,0.00024887984613713657,0.10026643033311737,4.3801387795100336e-05,445.0846789781937,0.19443523181998054,0.6822788572216177,0.00024848830634566736,0.001393742716384505,3.9153979146921343e-07,0.03800307858351234,6.278896268453855e-06,17268380.773219813,2684.410524600016
23,29.10060260287415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490480.17824059573,289.9446020334431
32,130.87483318854245,0.38602982755948034,0.00012997420726471755,0.06119356693707812,2.387906193515239e-05,271.639461036283,0.10599963098713486,0.38584333289226563,0.00012978281248856276,0.00018649466721471658,1.9139477615479758e-07,0.007033206119076794,5.669167661791104e-06,5029354.715520696,2228.8361262190324
24,12.02383598831472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96135.27473013909,176.26255826331183
41,1.8900679858537706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32754.34088212158,77.85502350379879
42,13.388841538168506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180954.75895708977,314.331670250712
25,8.422386112186986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84117.59114928619,139.14091653623743
33,35.12604223404457,0.11848034842675612,0.00010831050288660744,0.019729290850401933,1.8321386961489693e-05,87.57871458517639,0.08132900121304609,0.11845971499887024,0.00010824981656888726,2.0633427885866682e-05,6.068631772018502e-08,0.0009698500910126888,1.7647345109967272e-06,1168493.8607858527,1055.8967368133447
26,7.83155976120681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56814.08059603274,142.54116322196086
43,1.2531353844518331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20392.68232986723,53.51684668093211
44,8.920773019866783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120621.86259896353,265.119138945429
total,573.2669745762166,1.1881827759242387,0.00048716455628846153,0.18118928812059742,8.600183669174243e-05,804.3028545996531,0.3817638640201615,1.1865819051127535,0.0004865209354031174,0.0016008708114850882,6.43620885344196e-07,0.04600613479360183,1.3712798441241686e-05,26648291.7354347,8042.649002002153
