cell,flux,tbr,tbr_stdev,"Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr,U233_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","Th232(n,fis)","Th232(n,fis)_stdev",heat_eV_src,heat_eV_src_stdev
11,3.0979288450424876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450311.82738049113,147.68188319083882
21,6.195342863816438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587468.3836929083,133.88044732911018
12,30.928719697056778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490149.5116370669,116.02224867214267
22,6.209209661141658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541277.8763948723,130.81800510167142
31,270.87375871417464,0.8222392798425449,0.00027299927037852725,0.001525977873812584,6.523423840271136e-07,6.603473530570439,0.0028229279989686953,0.8204546529140454,0.0002723833911174561,0.0017846269284994137,6.15879261071164e-07,0.0001474809668880891,4.303690182673653e-08,9171093.377924247,2161.9470570469475
23,27.394865197623083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401805.2240663339,240.4440733213767
32,119.91299367081396,0.4321088565347293,0.00017680524082904942,0.0008726863253448719,4.87459525636164e-07,3.7764381442226664,0.002109418576771691,0.43192946722188125,0.0001765948807654617,0.00017938931284804889,2.1036006358772962e-07,2.1359614291485345e-05,1.5320340523130536e-08,2945926.5331087923,999.9799517643662
24,10.96203799026304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71622.35123832282,127.88839854790186
41,1.732037115530157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24666.39499722146,69.0994966807712
42,12.5097968837493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140668.29692585178,253.4354974039641
25,7.527669391004423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61363.72989043597,62.086943010119576
33,30.724305534861276,0.1247351458465925,0.00013080187572250167,0.00026750202824412305,4.2239715974216687e-07,1.1575807180418671,0.0018278695331123162,0.12471982750859426,0.00013073885946921163,1.5318337998246648e-05,6.301625329004468e-08,2.371789795879322e-06,4.41284757591816e-09,731258.1698515693,675.4246680784927
26,6.714105288217512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38797.02897381545,91.26497848919387
43,1.0851518580833481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14118.970171996983,41.91976357805019
44,7.982663181837459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87344.6838566796,183.8565485728849
total,543.8505858932156,1.3790832822238666,0.0005806063869300783,0.0026661662274015787,1.5621990694054446e-06,11.537492392834974,0.006760216108852702,1.377103947644521,0.0005797171313521295,0.0019793345793457096,8.892555779489382e-07,0.00017121237097545374,6.277008992578523e-08,15757872.360110607,5435.749960787833
