cell,flux,tbr,tbr_stdev,"Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr,U233_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","Th232(n,fis)","Th232(n,fis)_stdev",heat_eV_src,heat_eV_src_stdev
11,3.0981909486058306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450135.29119043663,133.34568197446418
21,6.195670946582391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587580.4645081015,146.02424128572105
12,30.93127676561774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490244.6406501085,121.20089097361729
22,6.209547775542576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541396.7228483958,147.42271165689544
31,270.88441718097124,0.8242437293309826,0.0002669164831824269,1.5292367094724605e-05,7.2745074101801705e-09,0.06617575723917915,3.147949780624607e-05,0.8224537892172123,0.0002663110055425755,0.0017899401137701663,6.05477639851403e-07,1.4812903011754446e-06,4.2757989226207445e-10,9145642.750066271,1810.0204044660197
23,27.40215958553892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400907.5620219212,248.06121125883251
32,120.073584688372,0.43411263413921286,0.0001774652279396741,8.782094554745373e-06,5.386419469504839e-09,0.03800338781475039,2.330903940471745e-05,0.4339334471329927,0.00017725564539210697,0.00017918700622017762,2.095825475671239e-07,2.14033880456863e-07,1.6758649210887222e-10,2946107.3553509843,864.036449464144
24,10.954721422601285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71343.11488436686,159.41993396480552
41,1.7295974732490558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24459.829888693173,69.80683538309162
42,12.52396771152115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140240.6767879671,310.3132453253875
25,7.568549702549282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61465.947108793065,63.09526595929697
33,31.324147084018406,0.12890172559123067,0.00010592279951873555,2.7905204345927397e-06,3.4442133704377117e-09,0.012075619275074915,1.4904391613816775e-05,0.12888644752019954,0.00010586153128974224,1.5278071031131557e-05,6.126822899331409e-08,2.3797680274460545e-08,4.2283490653521837e-11,750644.3794803945,538.9168437915985
26,7.356372871362288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42450.953444711166,101.70416152817785
43,0.7234356472050268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9322.855468525915,34.22022463860421
44,7.1903320729762905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70767.32574760498,177.21082484718733
total,544.1659718767135,1.387258089061426,0.0005503045106408366,2.6864982084062716e-05,1.610514025012272e-08,0.11625476432900446,6.96929288247803e-05,1.3852736838704047,0.0005494281822244247,0.0019844051910214754,8.763284164118409e-07,1.7191218619067682e-06,6.374498750244685e-10,15732709.869447276,4924.798926517845
