cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"Th232(n,fis)","Th232(n,fis)_stdev","Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr
11,3.0755510993621336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,6.14626113217739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,30.692647210460045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6.163444581863725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,267.3652116565477,0.8053385774151142,0.0007455360617061102,0.001764380241710909,2.219424246373068e-06,0.807102957656825,0.0007477554859524832,0.001764380241710909,0.0011056120205910189,0.011386877615498534,1.1968952829423077e-05,49.275252426775744
23,26.600241751742466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,110.91773858819276,0.38529360388865397,0.0006863910817984695,0.0001771618326236726,5.600760270837791e-07,0.38547076572127764,0.0006869511578255533,0.0001771618326236726,0.00015882655346750467,0.005791356690699965,1.333692762969451e-05,25.061353293138335
24,5.863719278721503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,6.989186167418351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,25.1415027481744,0.09530527711140735,0.0003675267708039816,1.5230835115544973e-05,2.616609007799277e-07,0.0953205079465229,0.00036778843170476153,1.5230835115544973e-05,1.7489256037249184e-05,0.0014938807196903507,6.93922574036499e-06,6.464577212812402
26,2.774073823071786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,491.7295780377322,1.2859374584151755,0.0017994539143085613,0.0019567729094501266,3.0411611742367747e-06,1.2878942313246255,0.001802495075482798,0.0019567729094501266,0.0012819278300957727,0.01867211502588885,3.224510619948258e-05,80.80118293272648
