cell,flux,tbr,tbr_stdev,"Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr,U233_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","Th232(n,fis)","Th232(n,fis)_stdev",heat_eV_src,heat_eV_src_stdev
11,2.9987004570291136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455043.09981310455,128.87572412691324
21,5.997409893000188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584250.7754074704,124.921713094505
12,29.92738134522391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486317.2503582697,84.22147496992692
22,6.008004360675045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537816.1545617079,109.2402972721882
31,266.08521726933475,0.7174443823092804,0.0001811708388621872,0.06735914588805202,2.4785011000934007e-05,291.48806450401634,0.10725395623899196,0.7158915418585216,0.00018065840288252909,0.001552840450758915,5.124359796581116e-07,0.00605701158961744,1.3948127184504457e-06,10088981.734594159,1721.4773179597807
23,27.370308090086773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441828.82236236887,341.2084441186953
32,121.81716331565673,0.3948455354314421,0.0001671236188457788,0.040020133785126866,2.1575543539031664e-05,173.18199606636637,0.09336539743640072,0.3946607855173719,0.0001668996064951464,0.00018474991407020533,2.240123506323888e-07,0.0009588394261445943,7.618851745231365e-07,3194586.9867211734,1145.3399415482415
24,11.99280213229455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87528.78960657773,125.96585655516985
41,1.153041358079867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19393.684746084764,62.275314130213175
42,11.096583346966616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127837.51911254684,277.84116557384544
25,7.662240453593265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70732.55278172772,76.3204139849114
33,31.542777203062347,0.11553779744198919,9.474796782238708e-05,0.01227269165119262,1.2721249703577675e-05,53.1084990538052,0.055049576494494705,0.11551944983810486,9.467520850937331e-05,1.834760388433951e-05,7.275931301377949e-08,0.00011562583017710267,2.4000376077424064e-07,776622.8976260726,581.8510780276627
26,6.938724311467036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45708.84682508755,130.27534978527777
43,1.1155784895021812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16633.28961875591,60.23928816753022
44,8.087081116210683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100258.64503788474,282.30779070625016
total,539.793013142183,1.2278277151827117,0.0004430424255303531,0.1196519713243715,5.908180424354335e-05,517.7785596241879,0.2556689301698874,1.2260717772139984,0.0004422332178870488,0.0017559379687134599,8.092076433042799e-07,0.007131476845939137,2.3967016537478228e-06,17033541.049172994,5252.361170021112
