cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"U238(n,fis)","U238(n,fis)_stdev","U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev
11,1.7710833038003688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,8.804073435728387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,16.982062219051592,0.13207330808541884,6.87742214009863e-05,0.014910967448706671,4.794115208451332e-06,0.14698427553412552,7.356833660943764e-05,7.434100829171884e-07,2.1938028994365742e-10,1.5430817941057452e-06,2.3830970292269583e-09,0.006849770782552776,1.0578615122762896e-05
22,23.028458779870803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,108.97585050904858,1.0000265593408457,0.00022220274531531005,0.06623635665286429,2.7227042689706813e-05,1.06626291599371,0.0002494297880050169,3.326066145185541e-06,1.4715151383135938e-09,1.2498584268626727e-05,9.880608060008633e-09,0.055481464218899476,4.386021574606472e-05
23,0.0058149964313391565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,159.56734324393105,1.1320998674262646,0.00029097696671629634,0.08114732410157095,3.202115789815814e-05,1.2132471915278356,0.0003229981246144545,4.069476228102729e-06,1.6908954282572511e-09,1.4041666062732471e-05,1.2263705089235591e-08,0.062331235001452254,5.443883086882762e-05
