cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"U238(n,fis)","U238(n,fis)_stdev","U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev
11,1.9486527485766723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,23.802776065962586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,61.68974727249656,0.475987063072671,0.0007898306391850272,0.004762896360051333,1.1543998337741734e-05,0.48074995943272236,0.0008013746375227689,0.0006354098148823374,1.4317440387743066e-06,0.006199453358324908,1.9640874118532438e-05,27.5194967913299,0.08718623095341956
22,0.5416070640697987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,118.99071411888296,0.894234576054601,0.001007022176646856,0.010376102056871285,1.3791733372205248e-05,0.9046106781114723,0.0010208139100190612,0.001362372946609586,1.4335939964755511e-06,0.01164982968352718,3.45494843862446e-05,51.71382573027237,0.15336584852801646
23,0.07451004628019538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,207.04800731626875,1.370221639127272,0.0017968528158318832,0.015138998416922619,2.533573170994698e-05,1.3853606375441947,0.0018221885475418302,0.0019977827614919234,2.8653380352498577e-06,0.01784928304185209,5.4190358504777034e-05,79.23332252160228,0.24055207948143603
