cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"Th232(n,fis)","Th232(n,fis)_stdev","Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr
11,2.9880287376851804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,5.9746014927583335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,29.82656152896576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,5.9887578916107636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,255.2800653683721,0.7579084354098308,0.00024623280716048156,0.0015901313812080532,6.409953129344988e-07,0.7594985667910388,0.00024687380247341605,0.0015901313812080532,0.00699693241772634,0.08040313824815927,3.7350753323818656e-05,347.9342684504244
23,24.57794397970855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,99.35690070358605,0.3467436867180086,0.0001464871216427752,0.00015513331339272974,1.2595119591312164e-07,0.3468988200314013,0.00014661307283868831,0.00015513331339272974,0.0009251674496135084,0.03945259880391982,2.0239421548589354e-05,170.72606122590236
24,4.93595165987753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,5.962185777536449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,20.740575820459824,0.08039188135828707,4.4105475613266434e-05,1.2682097985512646e-05,4.528929633244814e-08,0.08040456345627257,4.4150764909598886e-05,1.2682097985512646e-05,9.231432055804521e-05,0.0096180411682307,7.281769401121032e-06,41.6208395680504
26,2.1247758230554794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,457.756348783616,1.1850440034861265,0.0004368254044165232,0.0017579467925862957,8.122358051800686e-07,1.1868019502787128,0.00043763764022170323,0.0017579467925862957,0.008014414187897893,0.12947377822030978,6.487194427352905e-05,560.2811692443771
