fertile_kgm3,void_cell,cellfrom,leakage,leakage_stdev
4499,99,"[22, 23]",0.11911203543908921,0.0004410391276007602
4499,98,[23],0.021078544917356844,0.00012381817662184184
4499,total,,0.14019058035644605,0.0004580900052793089
