cell,flux,tbr,tbr_stdev,"Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr,U233_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","Be9(n,2n)","Be9(n,2n)_stdev","tot(n,fis)","tot(n,fis)_stdev",heating [MW],heating_stdev,fisq [MW],fisq_stdev
11,2.409880060821241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.06404676155303,0.0088346183191217,0.0,0.0
41,12.15741999026418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11967530582848085,1.661523663582395e-05,0.0,0.0,45.31361015798896,0.0048108320557446035,0.0,0.0
21,11.599582760520288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.73722591791523,0.007334673348779486,0.0,0.0
31,21.92301477529002,0.09845073993444771,2.234392288737965e-05,0.0562467887644165,1.3717249483266705e-05,243.4490178393494,0.05937140568407427,0.08354457748052559,2.070057398000693e-05,0.014906162453922117,1.643348907372719e-06,0.014959642642748093,1.6178421518616046e-06,0.0,0.0,129.8970056661603,0.011974492762131578,28.273419937164466,0.0022903763932433856
22,29.437029522174107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027805250924691632,2.2429506519233575e-07,138.576555591467,0.01499831345607345,0.0,0.0
32,157.01398804918347,0.6921225311166929,7.320785002363115e-05,0.40709454305092707,4.583277484099246e-05,1761.9986642900585,0.19837477418711816,0.6329668453226952,6.249736077272906e-05,0.0591556857939977,1.071048925090209e-05,0.06320270045063787,9.348849183515441e-06,0.011092585716451745,1.5503857401411483e-06,655.8253101563974,0.056784358422188715,113.58983886654075,0.015719758189967577
23,0.008119353726812684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02347524975534778,0.00017664085841791758,0.0,0.0
total,234.54903451198012,0.7905732710511406,9.55517729110108e-05,0.4633413318153436,5.9550024324259164e-05,2005.447682129408,0.2577461798711924,0.7165114228032208,8.319793475273599e-05,0.07406184824791982,1.2353838158274809e-05,0.19783764892186684,2.7581927971200993e-05,0.013873110808920909,1.774680805333484e-06,1082.4372295012374,0.10491392922245744,141.8632588037052,0.018010134583210963
