cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"Th232(n,fis)","Th232(n,fis)_stdev","Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr
11,3.163515275142549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,6.327501663309038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,31.607074773317617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6.350966510232444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,268.96129424521615,0.8896986002534085,0.0002441803257127302,0.0017339563150736595,6.625405489946932e-07,0.8914325565684822,0.0002448428662617249,0.0017339563150736595,0.0026105536741368334,0.022912988176008453,7.183457219472806e-06,99.15301756539631
23,26.138433008439335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,106.48278290618532,0.39733331918233694,0.00018901653725242562,0.00014374348291832045,1.2759280970247652e-07,0.3974770626652553,0.0001891441300621281,0.00014374348291832045,0.000340921262639145,0.010768015957374425,6.448712520362948e-06,46.597207974992685
24,5.628954734964395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,6.600217023785296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,23.353488422629148,0.09343071142560974,8.294180292753333e-05,1.0187508648743116e-05,4.954728940451148e-08,0.09344089893425848,8.299135021693784e-05,1.0187508648743116e-05,3.3996910277630716e-05,0.002615153874261215,3.198709930619245e-06,11.316742977345168
26,2.5497302244077646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,487.1639587876291,1.3804626308613552,0.0005161386658926892,0.001887887306640723,8.396806481016812e-07,1.382350518167996,0.0005169783465407908,0.001887887306640723,0.002985471847053609,0.03629615800764409,1.6830879670455e-05,157.06696851773418
