fertile_kgm3,void_cell,cellfrom,leakage,leakage_stdev
0.1,99,"[42, 44]",0.11617222852579642,0.001448120922320361
0.1,98,[44],0.05904889375951219,0.00042230768605817226
0.1,total,,0.17522112228530862,0.0015084422386574105
