cell,flux,tbr,tbr_stdev,"U238(n,g)","U238(n,g)_stdev","Th232(n,g)","Th232(n,g)_stdev","U235(n,inel)","U235(n,inel)_stdev","U238(n,inel)","U238(n,inel)_stdev","Th232(n,inel)","Th232(n,inel)_stdev","U235(n,el)","U235(n,el)_stdev","U238(n,el)","U238(n,el)_stdev","Th232(n,el)","Th232(n,el)_stdev","Li6(n,el)","Li6(n,el)_stdev","Li7(n,el)","Li7(n,el)_stdev","Be9(n,el)","Be9(n,el)_stdev","Pb(n,el)","Pb(n,el)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev,U233_kg/yr,U233_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","Be9(n,2n)","Be9(n,2n)_stdev","Pb(n,2n)","Pb(n,2n)_stdev","tot(n,fis)","tot(n,fis)_stdev","tot(n,nufis)","tot(n,nufis)_stdev",heating [MW],heating_stdev,fisq [MW],fisq_stdev
31,24.085648525419398,0.0252591813220414,1.8698221525105076e-05,0.0,0.0,0.15955219058085404,9.474700487384409e-05,0.0,0.0,0.0,0.0,0.17409157605423223,0.0013668170894925427,0.0,0.0,0.0,0.0,2.6126503203358227,0.0009708309410858273,0.009797292415905802,3.0411622036903784e-06,0.1304973858964841,3.7547211966043545e-05,0.26148443258308157,9.524372526903688e-05,0.0,0.0,0.0,0.0,690.5785191349238,0.41008679404556014,0.02175397823549995,1.7217157320515272e-05,0.0035052030865414495,1.4810642045898022e-06,0.0035148873807368513,1.4686222508916314e-06,0.0,0.0,0.010719435378353818,3.5180240993831646e-06,0.03745767300593849,1.1136152378077371e-05,223.82106201010973,0.05403341385473379,108.9603900791851,0.03633110407381407
32,159.78431559183193,0.14527751135599926,0.00010094066634313577,0.0,0.0,1.0382309128338232,0.0003743340170733583,0.0,0.0,0.0,0.0,0.7862705983880689,0.007748949747091262,0.0,0.0,0.0,0.0,19.263199650891416,0.0053795806835738565,0.055637886009968905,1.3875671266595884e-05,0.8045991132064603,0.0002068654777454703,1.9294290669053398,0.0005420615655015878,0.0,0.0,0.0,0.0,4493.701801866191,1.6202035849915017,0.13405308462856388,9.446570201151935e-05,0.011224426727435361,6.474964331616419e-06,0.01199541465417829,6.346570636152081e-06,0.0,0.0,0.03495807346165414,1.7962841491089214e-05,0.11661630021684974,6.391625101378794e-05,903.7551175812765,0.3133766762681316,357.55747887415475,0.18242179228184643
total,183.86996411725133,0.17053669267804067,0.00011963888786824085,0.0,0.0,1.1977831034146773,0.0004690810219472024,0.0,0.0,0.0,0.0,0.9603621744423011,0.009115766836583805,0.0,0.0,0.0,0.0,21.87584997122724,0.006350411624659684,0.06543517842587471,1.6916833470286262e-05,0.9350964991029443,0.00024441268971151387,2.1909134994884214,0.0006373052907706246,0.0,0.0,0.0,0.0,5184.280321001115,2.030290379037062,0.15580706286406384,0.00011168285933203461,0.01472962981397681,7.956028536206221e-06,0.015510302034915142,7.815192887043711e-06,0.0,0.0,0.04567750884000796,2.1480865590472377e-05,0.15407397322278824,7.505240339186531e-05,1127.5761795913863,0.3674100901228654,466.51786895333987,0.2187528963556605
