cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"U238(n,fis)","U238(n,fis)_stdev","U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr
11,3.092544455580961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,6.186234783695268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,30.87045300013087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6.20639488619656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,265.9489241254762,0.7974555205770715,0.0005426451409432097,0.001606888765500082,1.5934917244375394e-06,0.7990624093425716,0.0005442386326676473,0.001606888765500082,0.02590780961952291,0.06553849595693587,5.3236837241374526e-05,290.9266873947114
23,25.759175669319614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,104.70334373688361,0.36814538752913195,0.0006293554395010964,0.00015725790621197382,6.647604845619764e-07,0.3683026454353439,0.0006300201999856584,0.00015725790621197382,0.0037824398201027967,0.03277068045749883,5.69298737592278e-05,145.46970250027198
24,5.206338305054122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,6.331500232129791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,22.026983274704357,0.08590803060037691,0.00028161411371315534,1.3203294269433438e-05,1.8593520675605797e-07,0.08592123389464634,0.0002818000489199114,1.3203294269433438e-05,0.00040810552657355437,0.008082861052954294,2.7615416111846734e-05,35.87998101684943
26,2.2657534740749283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,478.5976459432463,1.2515089387065805,0.0014536146941574615,0.0017773499659814894,2.4441874157555737e-06,1.253286288672562,0.001456058881573217,0.0017773499659814894,0.03009835496619926,0.10639203746738898,0.00013778212711244907,472.2763709118328
