filename,fertile_kg/m3,fertile_mt,"Li6(n,t)","Li6(n,t)_sd","Li7(n,Xt)","Li7(n,Xt)_sd","Th232(n,g)","Th232(n,g)_sd",tbr,tbr_sd,U233 [kg/yr],U233_sd,leak [n/src-n],leak_sd,heat [MW],heat_sd,fisq [MW],fisq_sd
tallies_FLiBe_900K_Li00.0_Th232_025.00kgm3_4e6x25,25.0,18.361849952668415,0.0,0.0,0.1081819770034127,1.9418017321210407e-05,0.1700905111875335,2.619236979075337e-05,0.1081819770034127,1.9418017321210407e-05,736.1907906570864,0.1133665910626694,0.0328736395727099,2.5134348957880272e-05,1000.8189025486192,0.1253037150933618,3.8414172695441793,0.0005134928239023
tallies_FLiBe_900K_Li00.0_Th232_050.00kgm3_4e6x25,50.0,36.72369990533683,0.0,0.0,0.1074133790686963,2.02127618313029e-05,0.2877752819637848,3.638478933450149e-05,0.1074133790686963,2.02127618313029e-05,1245.5575027751015,0.1574817233544855,0.0266724,1.536621022402414e-05,997.6797059503332,0.1212636723221111,7.667301342851139,0.0011057039636335
tallies_FLiBe_900K_Li00.0_Th232_100.00kgm3_4e6x25,100.0,73.44739981067366,0.0,0.0,0.1058826311376688,2.037871097899392e-05,0.4454970409332957,6.690786277565901e-05,0.1058826311376688,2.037871097899392e-05,1928.2134935703189,0.2895925942845802,0.01899719,1.430623611100443e-05,995.7872754712396,0.1282152758472508,15.273728377226751,0.002246643400527
tallies_FLiBe_900K_Li00.0_Th232_150.00kgm3_4e6x25,150.0,110.17109971601047,0.0,0.0,0.1043602727415623,1.9373605217791446e-05,0.5492308696793876,8.5317909264949e-05,0.1043602727415623,1.9373605217791446e-05,2377.1973249980038,0.3692755030274489,0.0144288099999999,1.3494121250965482e-05,997.0046267184013,0.1191255438111896,22.81899632146574,0.0031797389119704
tallies_FLiBe_900K_Li00.0_Th232_250.00kgm3_4e6x25,250.0,183.61849952668413,0.0,0.0,0.1013563713148404,1.9246689956490075e-05,0.6807604059901058,9.223541189275718e-05,0.1013563713148404,1.9246689956490075e-05,2946.4873615514625,0.399216042881102,0.00944456,8.746288260344738e-06,1003.7163214784068,0.1083849564258095,37.73048379846208,0.0053005519332783
tallies_FLiBe_900K_Li00.0_Th232_500.00kgm3_4e6x25,500.0,367.23699905336827,0.0,0.0,0.0940482910560821,1.7010574063333055e-05,0.8468132656419987,0.0001108754579901,0.0940482910560821,1.7010574063333055e-05,3665.2022691879856,0.4798944427429851,0.0048313999999999,8.026778100047121e-06,1030.064486785951,0.1122143382285752,73.99843315730726,0.0106776350114468
tallies_FLiBe_900K_Li00.0_Th232_750.00kgm3_4e6x25,750.0,550.8554985800524,0.0,0.0,0.0870324175393412,1.3812550032270971e-05,0.935729941841852,0.0001313233893036,0.0870324175393412,1.3812550032270971e-05,4050.054061902029,0.5683977849689623,0.0032030299999999,7.230999815616604e-06,1060.478204614595,0.1028327955710914,108.90145666094335,0.0140964123813882
tallies_FLiBe_900K_Li00.0_Th232_999.99kgm3_4e6x25,999.99,734.4666533667555,0.0,0.0,0.0802834621569075,1.3037482923413345e-05,0.997265130956654,0.0001282184171549,0.0802834621569075,1.3037482923413345e-05,4316.392490844206,0.5549587525080274,0.0023705899999999,4.959059050536767e-06,1091.931577236696,0.1169449337697616,142.510661250851,0.0176648702379162
