filename,fertile_kg/m3,energy mid [eV],mean,energy low [eV],energy high [eV]
prism_A_U238_001.50kgm3,1.5,0.005,0.0,0.0,0.01
prism_A_U238_001.50kgm3,1.5,0.055,0.0,0.01,0.1
prism_A_U238_001.50kgm3,1.5,0.55,2.8666717658865938e-11,0.1,1.0
prism_A_U238_001.50kgm3,1.5,5.5,1.2582510042069417e-05,1.0,10.0
prism_A_U238_001.50kgm3,1.5,55.0,0.00019575613934652886,10.0,100.0
prism_A_U238_001.50kgm3,1.5,550.0,0.0001874260229445846,100.0,1000.0
prism_A_U238_001.50kgm3,1.5,5500.0,7.04780802797175e-05,1000.0,10000.0
prism_A_U238_001.50kgm3,1.5,55000.0,3.223962951041679e-05,10000.0,100000.0
prism_A_U238_001.50kgm3,1.5,550000.0,1.1663572489140795e-05,100000.0,1000000.0
prism_A_U238_001.50kgm3,1.5,5500000.0,2.208936630871455e-06,1000000.0,10000000.0
prism_A_U238_015.00kgm3,15.0,0.005,0.0,0.0,0.01
prism_A_U238_015.00kgm3,15.0,0.055,0.0,0.01,0.1
prism_A_U238_015.00kgm3,15.0,0.55,4.1381708045014724e-10,0.1,1.0
prism_A_U238_015.00kgm3,15.0,5.5,0.00011096620479746621,1.0,10.0
prism_A_U238_015.00kgm3,15.0,55.0,0.001781672890958,10.0,100.0
prism_A_U238_015.00kgm3,15.0,550.0,0.0018137852491932,100.0,1000.0
prism_A_U238_015.00kgm3,15.0,5500.0,0.0007051583786629,1000.0,10000.0
prism_A_U238_015.00kgm3,15.0,55000.0,0.0003228988837045,10000.0,100000.0
prism_A_U238_015.00kgm3,15.0,550000.0,0.0001167573977887466,100000.0,1000000.0
prism_A_U238_015.00kgm3,15.0,5500000.0,2.205701419137998e-05,1000000.0,10000000.0
prism_A_U238_150.00kgm3,150.0,0.005,0.0,0.0,0.01
prism_A_U238_150.00kgm3,150.0,0.055,0.0,0.01,0.1
prism_A_U238_150.00kgm3,150.0,0.55,5.519986032046598e-10,0.1,1.0
prism_A_U238_150.00kgm3,150.0,5.5,0.0005668975079276,1.0,10.0
prism_A_U238_150.00kgm3,150.0,55.0,0.0104835677426298,10.0,100.0
prism_A_U238_150.00kgm3,150.0,550.0,0.0153124374281427,100.0,1000.0
prism_A_U238_150.00kgm3,150.0,5500.0,0.0070581309572236,1000.0,10000.0
prism_A_U238_150.00kgm3,150.0,55000.0,0.0032928518331879005,10000.0,100000.0
prism_A_U238_150.00kgm3,150.0,550000.0,0.001187856135989,100000.0,1000000.0
prism_A_U238_150.00kgm3,150.0,5500000.0,0.00022179080932441077,1000000.0,10000000.0
prism_A_U238_090.00kgm3,90.0,0.005,0.0,0.0,0.01
prism_A_U238_090.00kgm3,90.0,0.055,0.0,0.01,0.1
prism_A_U238_090.00kgm3,90.0,0.55,1.2973666336200773e-09,0.1,1.0
prism_A_U238_090.00kgm3,90.0,5.5,0.0004570500654624,1.0,10.0
prism_A_U238_090.00kgm3,90.0,55.0,0.0075399087531318005,10.0,100.0
prism_A_U238_090.00kgm3,90.0,550.0,0.0097366111531321,100.0,1000.0
prism_A_U238_090.00kgm3,90.0,5500.0,0.0042369504705515,1000.0,10000.0
prism_A_U238_090.00kgm3,90.0,55000.0,0.0019617846656739997,10000.0,100000.0
prism_A_U238_090.00kgm3,90.0,550000.0,0.0007074493821707,100000.0,1000000.0
prism_A_U238_090.00kgm3,90.0,5500000.0,0.00013296600868896615,1000000.0,10000000.0
prism_A_U238_120.00kgm3,120.0,0.005,0.0,0.0,0.01
prism_A_U238_120.00kgm3,120.0,0.055,0.0,0.01,0.1
prism_A_U238_120.00kgm3,120.0,0.55,1.6436022567730521e-09,0.1,1.0
prism_A_U238_120.00kgm3,120.0,5.5,0.0005142257445373,1.0,10.0
prism_A_U238_120.00kgm3,120.0,55.0,0.0090104822157493,10.0,100.0
