filename,fertile_kg/m3,fertile_mt,"Li6(n,t)","Li7(n,Xt)","Th232(n,g)",tbr,Pu239_kg/yr
tallies_HCPB_900K_Li60.0_Th000.00kgm3,0.0,0.0,1.3816469952603658,0.0142905759637054,0.0,1.3959375712240714,
tallies_HCPB_900K_Li60.0_Th000.10kgm3,0.1,0.05206,1.3815922781870262,0.0142902548411261,3.6540645321679305e-05,1.3958825330281526,
tallies_HCPB_900K_Li60.0_Th000.50kgm3,0.5,0.26030000000000003,1.3813858422908942,0.0142892730171581,0.0001825219399653,1.3956751153080522,
tallies_HCPB_900K_Li60.0_Th001.50kgm3,1.5,0.7809,1.3808574902347357,0.0142838871527751,0.0005471283709454,1.395141377387511,
tallies_HCPB_900K_Li60.0_Th003.00kgm3,3.0,1.5618,1.3802065203161136,0.0142789383630897,0.0010922135371298,1.3944854586792033,
tallies_HCPB_900K_Li60.0_Th007.50kgm3,7.5,3.9045,1.377895024635585,0.0142614011263205,0.0027076508082331,1.3921564257619057,
tallies_HCPB_900K_Li60.0_Th015.00kgm3,15.0,7.809,1.375194552930574,0.0142297587511468,0.0053629207317808,1.3894243116817209,
tallies_HCPB_900K_Li60.0_Th030.00kgm3,30.0,15.618,1.3687454863603683,0.0141657758934962,0.0105125880129794,1.3829112622538644,
tallies_HCPB_900K_Li60.0_Th045.00kgm3,45.0,23.427,1.3620843281290829,0.0141013301353768,0.0154589890314078,1.3761856582644598,
tallies_HCPB_900K_Li60.0_Th060.00kgm3,60.0,31.236,1.355815146568782,0.0140362162140301,0.020264989161943,1.3698513627828122,
tallies_HCPB_900K_Li60.0_Th075.00kgm3,75.0,39.045,1.351445529806262,0.0139769100034591,0.0248944868495355,1.3654224398097212,
tallies_HCPB_900K_Li60.0_Th090.00kgm3,90.0,46.854,1.344417678186284,0.0139126716192067,0.0294592316855743,1.3583303498054906,
tallies_HCPB_900K_Li60.0_Th1000.00kgm3,1000.0,520.6,1.0750861870420467,0.0103499999032155,0.2283420284290616,1.0854361869452622,
tallies_HCPB_900K_Li60.0_Th105.00kgm3,105.0,54.663,1.339140289520923,0.0138476961999786,0.0338897163359583,1.3529879857209015,
tallies_HCPB_900K_Li60.0_Th120.00kgm3,120.0,62.472,1.3340094812825225,0.013783864086648,0.0382275704993828,1.3477933453691704,
tallies_HCPB_900K_Li60.0_Th135.00kgm3,135.0,70.281,1.3286222470249904,0.0137202892961264,0.0424495179680796,1.3423425363211168,
tallies_HCPB_900K_Li60.0_Th150.00kgm3,150.0,78.09,1.3228023980655848,0.0136572078993953,0.0466295144508922,1.3364596059649805,
tallies_HCPB_900K_Li60.0_Th250.00kgm3,250.0,130.15,1.289235295355071,0.0132430989008053,0.072711096137094,1.3024783942558762,
tallies_HCPB_900K_Li60.0_Th500.00kgm3,500.0,260.3,1.21230496951226,0.0122652271268566,0.1295646447778545,1.2245701966391165,
tallies_HCPB_900K_Li60.0_Th750.00kgm3,750.0,390.45,1.1400672388159223,0.0112870296276461,0.1797798455598496,1.1513542684435685,
