filename,fertile_kg/m3,fertile_mt,"Li6(n,t)","Li7(n,Xt)","U238(n,g)",tbr,Pu239_kg/yr
tallies_HCPB_900K_Li60.0_U238_000.00kgm3,0.0,0.0,1.3888167128834603,0.0153851295597332,0.0,1.4042018424431937,0.0
tallies_HCPB_900K_Li60.0_U238_000.10kgm3,0.1,0.026519364000000004,1.388822865718347,0.0153842117418677,3.5212134973916444e-05,1.404207077460215,0.156307367669655
tallies_HCPB_900K_Li60.0_U238_000.50kgm3,0.5,0.13259682,1.388858431773332,0.0153823890848152,0.0001759730558285,1.4042408208581474,0.7811478956820046
tallies_HCPB_900K_Li60.0_U238_001.50kgm3,1.5,0.39779046000000007,1.3883261966925882,0.0153787195385927,0.0005255151934138,1.403704916231181,2.332772398315862
tallies_HCPB_900K_Li60.0_U238_003.00kgm3,3.0,0.7955809200000001,1.3872893315220234,0.015371634728956,0.0010424967166087,1.4026609662509797,4.627663664758515
tallies_HCPB_900K_Li60.0_U238_007.50kgm3,7.5,1.9889523000000002,1.3859677060225568,0.0153510323734528,0.00256490345641,1.4013187383960095,11.385657469938716
tallies_HCPB_900K_Li60.0_U238_015.00kgm3,15.0,3.9779046000000005,1.382497391096686,0.0153251895659827,0.0050011718789154,1.3978225806626687,22.20030146527152
tallies_HCPB_900K_Li60.0_U238_030.00kgm3,30.0,7.955809200000001,1.378313786584932,0.0152653555917242,0.0095857324736211,1.3935791421766563,42.55125715175002
tallies_HCPB_900K_Li60.0_U238_045.00kgm3,45.0,11.933713800000001,1.3749141995037246,0.0152055216714535,0.0139124238609875,1.390119721175178,61.75752629672468
tallies_HCPB_900K_Li60.0_U238_060.00kgm3,60.0,15.911618400000002,1.370221639127272,0.0151389984169226,0.017849283041852,1.3853606375441947,79.23332252160226
tallies_HCPB_900K_Li60.0_U238_075.00kgm3,75.0,19.889523,1.3670108755101356,0.0150758123932724,0.0216836737735535,1.382086687903408,96.25425926210798
tallies_HCPB_900K_Li60.0_U238_090.00kgm3,90.0,23.867427600000003,1.3635523943448349,0.0150110853793043,0.0253907911476444,1.3785634797241393,112.71022703616728
tallies_HCPB_900K_Li60.0_U238_105.00kgm3,105.0,27.8453322,1.359821990997186,0.0149601989462288,0.0289737147200549,1.374782189943415,128.6148960538194
tallies_HCPB_900K_Li60.0_U238_120.00kgm3,120.0,31.823236800000004,1.35503636021103,0.0149036833452414,0.0324047729884472,1.3699400435562714,143.84543196568245
tallies_HCPB_900K_Li60.0_U238_135.00kgm3,135.0,35.8011414,1.3517210169597962,0.0148394411575169,0.0357201249105603,1.3665604581173132,158.56234510451657
tallies_HCPB_900K_Li60.0_U238_150.00kgm3,150.0,39.779046,1.3471009365817517,0.0147769885882667,0.0389472801761013,1.3618779251700186,172.88775153021714
tallies_HCPB_900K_Li60.0_U238_250.00kgm3,50.0,13.259682000000002,1.3269033813157587,0.014377672721714,0.0592812438672104,1.3412810540374729,263.1506208848296
tallies_HCPB_900K_Li60.0_U238_500.00kgm3,500.0,132.59682,1.276291293205428,0.0133939625856031,0.1040542528293723,1.2896852557910312,461.8988983951103
tallies_HCPB_900K_Li60.0_U238_750.00kgm3,750.0,198.89523,1.229818912852266,0.0124399655535223,0.1455458133914424,1.2422588784057884,646.0807611752956
tallies_HCPB_900K_Li60.0_U238_999.99kgm3,999.99,265.1909880636,1.1823753849853569,0.011504018956494,0.1857481799929792,1.193879403941851,824.539866317075
