filename,fertile_kg/m3,fertile_mt,"Li6(n,t)","Li7(n,Xt)","U238(n,g)",tbr,Pu239_kg/yr
tallies_DCLL_900K_Li90.0_U238_000.00kgm3,0.0,0.0,1.3800554752413263,0.0019826311278938,0.0,1.3820381063692202,0.0
tallies_DCLL_900K_Li90.0_U238_000.10kgm3,0.1,0.03452584000000001,1.3798199277194454,0.0019826001068144,2.0770431970240823e-05,1.38180252782626,0.092200360728905
tallies_DCLL_900K_Li90.0_U238_000.50kgm3,0.5,0.17262920000000004,1.3844892103419866,0.0019824156268233,0.0001042338612045,1.38647162596881,0.4626961835455224
tallies_DCLL_900K_Li90.0_U238_001.50kgm3,1.5,0.5178876,1.380578402393775,0.0019819450566658,0.0003121010046378,1.3825603474504409,1.3854225686155648
tallies_DCLL_900K_Li90.0_U238_003.00kgm3,3.0,1.0357752,1.3844465987693475,0.001981237013325,0.000625972463462,1.3864278357826727,2.778704218586024
tallies_DCLL_900K_Li90.0_U238_007.50kgm3,7.5,2.5894380000000004,1.3828788815134565,0.0019793273188204,0.0015636056791017,1.3848582088322767,6.940876716358058
tallies_DCLL_900K_Li90.0_U238_015.00kgm3,15.0,5.178876000000001,1.3769446912647605,0.0019762647360461,0.003112738416354,1.3789209560008064,13.817507755917651
tallies_DCLL_900K_Li90.0_U238_030.00kgm3,30.0,10.357752000000001,1.374540955196633,0.0019691623183246,0.0062408782190676,1.3765101175149574,27.703382572285246
tallies_DCLL_900K_Li90.0_U238_045.00kgm3,45.0,15.536628000000002,1.3716896074218348,0.0019624879668832,0.0093626051981673,1.373652095388718,41.560790737051896
tallies_DCLL_900K_Li90.0_U238_060.00kgm3,60.0,20.715504000000003,1.3744963470746818,0.0019550856918842,0.012565003514979,1.376451432766566,55.776300574821406
tallies_DCLL_900K_Li90.0_U238_075.00kgm3,75.0,25.894380000000005,1.370497954856725,0.0019481239208077,0.0157273375363485,1.372446078777533,69.8139642080717
tallies_DCLL_900K_Li90.0_U238_090.00kgm3,90.0,31.073256000000004,1.367272442788697,0.001940882423153,0.018889677751494,1.36921332521185,83.85165533561748
tallies_DCLL_900K_Li90.0_U238_105.00kgm3,105.0,36.252132,1.3636800639033506,0.0019334355585974,0.0220493230135149,1.365613499461948,97.8773835126288
tallies_DCLL_900K_Li90.0_U238_120.00kgm3,120.0,41.431008000000006,1.355084126352049,0.0019267485282072,0.0250988779913005,1.3570108748802563,111.41441872775148
tallies_DCLL_900K_Li90.0_U238_135.00kgm3,135.0,46.60988400000001,1.3526727717582068,0.0019194325364169,0.0283057869092393,1.3545922042946237,125.6499512136591
tallies_DCLL_900K_Li90.0_U238_150.00kgm3,150.0,51.78876000000001,1.354073594287193,0.0019125978497332,0.0316269634387731,1.3559861921369265,140.39271990071023
tallies_DCLL_900K_Li90.0_U238_250.00kgm3,250.0,86.31460000000001,1.327504720317335,0.001865239306427,0.0529325235388004,1.3293699596237618,234.9685250437316
tallies_DCLL_900K_Li90.0_U238_500.00kgm3,500.0,172.62920000000003,1.275184397340975,0.0017491233445803,0.1085582703886882,1.2769335206855554,481.8923219451473
tallies_DCLL_900K_Li90.0_U238_750.00kgm3,750.0,258.94380000000007,1.2058134820842794,0.0016333069573548,0.1640058602380577,1.2074467890416345,728.0252763769546
tallies_DCLL_900K_Li90.0_U238_999.99kgm3,999.99,345.25494741600005,1.1432651124495616,0.0015187936894369,0.2214684805877465,1.1447839061389986,983.1029912872814
