filename,fertile_kg/m3,fertile_mt,"Li6(n,t)","Li7(n,Xt)","Th232(n,g)",tbr,Pu239_kg/yr
tallies_ARC_900K_Li07.5_Th000.00kgm3,0.0,0.0,1.072173179996579,0.1040938255398542,,1.1762670055364333,0.0
tallies_ARC_900K_Li07.5_Th000.03kgm3,0.03,0.008733000000000001,1.0721327108711187,0.1040922936530352,,1.176225004524154,0.0
tallies_ARC_900K_Li07.5_Th000.30kgm3,0.3,0.08733,1.0720733946938503,0.1040880263106208,,1.1761614210044713,0.0
tallies_ARC_900K_Li07.5_Th000.60kgm3,0.6,0.17466,1.0717574508888816,0.1040801313928168,,1.1758375822816984,0.0
tallies_ARC_900K_Li07.5_Th001.50kgm3,1.5,0.43665000000000004,1.0706374791152131,0.104057884965671,,1.1746953640808844,0.0
tallies_ARC_900K_Li07.5_Th003.00kgm3,3.0,0.8733000000000001,1.0695484996302338,0.1040106424866861,,1.17355914211692,0.0
tallies_ARC_900K_Li07.5_Th007.50kgm3,7.5,2.18325,1.0654671291726716,0.1038910111884886,,1.1693581403611604,0.0
tallies_ARC_900K_Li07.5_Th015.00kgm3,15.0,4.3665,1.0590493000989858,0.1036739335943933,,1.1627232336933793,0.0
tallies_ARC_900K_Li07.5_Th030.00kgm3,30.0,8.733,1.047893632010274,0.1032372192005611,,1.1511308512108351,0.0
tallies_ARC_900K_Li07.5_Th045.00kgm3,45.0,13.099500000000003,1.0381033419572487,0.1028423127897925,,1.1409456547470411,0.0
tallies_ARC_900K_Li07.5_Th060.00kgm3,60.0,17.466,1.0272793570222,0.1024005747208623,,1.1296799317430624,0.0
tallies_ARC_900K_Li07.5_Th075.00kgm3,75.0,21.8325,1.0191756055955208,0.1019583614179671,,1.121133967013488,0.0
tallies_ARC_900K_Li07.5_Th090.00kgm3,90.0,26.199000000000005,1.0097447545708544,0.1015499263333024,,1.1112946809041568,0.0
tallies_ARC_900K_Li07.5_Th105.00kgm3,105.0,30.565500000000004,1.0033062195205995,0.1010978889120125,,1.104404108432612,0.0
tallies_ARC_900K_Li07.5_Th120.00kgm3,120.0,34.932,0.9960027244833312,0.1006620803604051,,1.0966648048437364,0.0
tallies_ARC_900K_Li07.5_Th135.00kgm3,135.0,39.2985,0.9883357272110822,0.1002754034746652,,1.0886111306857476,0.0
tallies_ARC_900K_Li07.5_Th150.00kgm3,150.0,43.665,0.9819404261758669,0.0998621279658873,,1.0818025541417542,0.0
