filename,fertile_kg/m3,fertile_mt,"Li6(n,t)","Li7(n,Xt)","Th232(n,g)",tbr,Pu239_kg/yr
tallies_FLiBe_900K_Li07.5_Th000.00kgm3,0.0,0.0,1.068515032329746,0.1070768970801901,0.0,1.1755919294099364,
tallies_FLiBe_900K_Li07.5_Th000.03kgm3,0.03,0.023153999999999997,1.0684726523889023,0.1070777576848317,3.13298292754541e-05,1.1755504100737344,
tallies_FLiBe_900K_Li07.5_Th000.30kgm3,0.3,0.23153999999999997,1.06830193707368,0.1070661880230532,0.0003129289337533,1.1753681250967332,
tallies_FLiBe_900K_Li07.5_Th000.60kgm3,0.6,0.46307999999999994,1.0680395306275756,0.1070587056770752,0.0006248903564625,1.175098236304651,
tallies_FLiBe_900K_Li07.5_Th001.50kgm3,1.5,1.1576999999999997,1.067099680429684,0.1070264858171593,0.001553677456046,1.1741261662468432,
tallies_FLiBe_900K_Li07.5_Th003.00kgm3,3.0,2.3153999999999995,1.0663367498025802,0.1069771055952032,0.0030842256428627,1.1733138553977835,
tallies_FLiBe_900K_Li07.5_Th007.50kgm3,7.5,5.7885,1.062317380676771,0.1068475572365707,0.0075304477361646,1.1691649379133415,
tallies_FLiBe_900K_Li07.5_Th015.00kgm3,15.0,11.577,1.0558597344570784,0.1066178183000018,0.0145099976027022,1.16247755275708,
tallies_FLiBe_900K_Li07.5_Th030.00kgm3,30.0,23.154,1.0444908945792422,0.1061590120913559,0.0273669197093228,1.1506499066705984,
tallies_FLiBe_900K_Li07.5_Th045.00kgm3,45.0,34.731,1.036332148290078,0.1056917319510954,0.039147807840916,1.1420238802411735,
tallies_FLiBe_900K_Li07.5_Th060.00kgm3,60.0,46.308,1.0263805584329806,0.1052441766353202,0.050124181081787,1.1316247350683009,
tallies_FLiBe_900K_Li07.5_Th075.00kgm3,75.0,57.885,1.0174730134793446,0.1047928906846296,0.0603851349477721,1.1222659041639742,
tallies_FLiBe_900K_Li07.5_Th090.00kgm3,90.0,69.462,1.00928913104368,0.1043727312581863,0.0700975073179483,1.1136618623018664,
tallies_FLiBe_900K_Li07.5_Th105.00kgm3,105.0,81.039,1.0022215106847552,0.1039322353996121,0.0793918656177373,1.1061537460843671,
tallies_FLiBe_900K_Li07.5_Th120.00kgm3,120.0,92.616,0.9939591737812888,0.1034579003900832,0.0880142854850428,1.097417074171372,
tallies_FLiBe_900K_Li07.5_Th135.00kgm3,135.0,104.193,0.9872377144946796,0.1030533031163777,0.0964575932981856,1.0902910176110574,
tallies_FLiBe_900K_Li07.5_Th150.00kgm3,150.0,115.77,0.9807803540958212,0.1026049478909947,0.1047331236261485,1.0833853019868158,
