filename,fertile_kg/m3,fertile_mt,"Li6(n,t)","Li7(n,Xt)","U238(n,g)",tbr,Pu239_kg/yr
tallies_DCLL_900K_Li07.5_U238_007.50kgm3,7.5,2.5894380000000004,0.7486588335952385,0.0183797211358127,0.0254555618681221,0.7670385547310514,112.997745552935
tallies_DCLL_900K_Li07.5_U238_075.00kgm3,75.0,25.894380000000005,0.6534761191467444,0.0180929420819869,0.1548357249350908,0.6715690612287315,687.3188633337494
tallies_DCLL_900K_Li07.5_U238_030.00kgm3,30.0,10.357752000000001,0.7013271386620495,0.0182863793742795,0.0786559612303315,0.719613518036329,349.15537670597854
tallies_DCLL_900K_Li07.5_U238_001.50kgm3,1.5,0.5178876,0.7608369041330899,0.0184052265123975,0.0056364022868395,0.7792421306454875,25.0201018835047
tallies_DCLL_900K_Li07.5_U238_045.00kgm3,45.0,15.536628000000002,0.6832021672207396,0.0182253722097449,0.1070285365781091,0.7014275394304845,475.1018031270175
tallies_DCLL_900K_Li07.5_U238_000.10kgm3,0.1,0.03452584000000001,0.763956737174737,0.0184274521693712,0.0003869224603156,0.7823841893441082,1.71755649888878
tallies_DCLL_900K_Li07.5_U238_090.00kgm3,90.0,31.073256000000004,0.6504234126853183,0.0180324142171705,0.1793620663585614,0.668455826902489,796.1917808466949
tallies_DCLL_900K_Li07.5_U238_000.00kgm3,0.0,0.0,0.764405651724429,0.018427557890437,0.0,0.7828332096148659,0.0
tallies_DCLL_900K_Li07.5_U238_105.00kgm3,105.0,36.252132,0.6389005569727052,0.0179650224700868,0.1997136478656839,0.656865579442792,886.5328560370849
tallies_DCLL_900K_Li07.5_U238_015.00kgm3,15.0,5.178876000000001,0.7346486210253006,0.0183544273095688,0.0463552696032856,0.7530030483348695,205.7719639741816
tallies_DCLL_900K_Li07.5_U238_000.50kgm3,0.5,0.17262920000000004,0.7631817133899257,0.0184249542935025,0.0019183815513513,0.7816066676834282,8.515733871288578
tallies_DCLL_900K_Li07.5_U238_003.00kgm3,3.0,1.0357752,0.7571450320962699,0.0183984798640956,0.0109522223064182,0.7755435119603656,48.617132704881975
tallies_DCLL_900K_Li07.5_U238_060.00kgm3,60.0,20.715504000000003,0.6776862531349426,0.0181596572648939,0.1345654434247451,0.6958459103998365,597.3386804464571
