fertile_kg/m3,tbr
0.1,1.3793003480944475
0.5,1.3789814421012467
1.5,1.3787837292584992
15.0,1.3739791578922511
30.0,1.3703980668361295
60.0,1.3636058808077394
90.0,1.3550024532473013
120.0,1.3467707124383692
150.0,1.338388665880099
250.0,1.3141314500698138
500.0,1.261554754377991
750.0,1.210098123886277
999.99,1.1643449814762423
