fertile_kg/m3,energy low [eV],energy high [eV],energy mid [eV],U235_ng,U235_ng_stdev,U238_ng,U238_ng_stdev,Th232_ng,Th232_ng_stdev,U235_fis,U235_fis_stdev,U238_fis,U238_fis_stdev,Th232_fis,Th232_fis_stdev,Li6_nt,Li6_nt_stdev,Li7_nt,Li7_nt_stdev,Be9_n2n,Be9_n2n_stdev,Pb_n2n,Pb_n2n_stdev,filename,fertile_mt,br_vol_m3
100.0,0.0021846155430525,0.0022873796638839,0.0022359976034682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0022873796638839,0.0023949777998187,0.0023411787318513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0023949777998187,0.0025076373424973,0.002451307571158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0025076373424973,0.002625596380043,0.0025666168612702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.002625596380043,0.0027491042002227,0.0026873502901328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0027491042002227,0.0028784218172781,0.0028137630087504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0028784218172781,0.0030138225235375,0.0029461221704078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0030138225235375,0.0031555924669759,0.0030847074952567,7.945731906765923e-12,7.945731906765923e-12,2.6083666742680428e-11,2.6083666742680428e-11,0.0,0.0,4.303453681965972e-11,4.3034536819659706e-11,1.800802333597931e-16,1.800802333597931e-16,0.0,0.0,6.362269398884848e-08,6.362269398884848e-08,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0031555924669759,0.0033040312559436,0.0032298118614597,3.067523126994168e-13,3.067523126994168e-13,1.0074378565928944e-12,1.0074378565928944e-12,0.0,0.0,1.6616819971942997e-12,1.6616819971942997e-12,6.955278065823878e-18,6.955278065823878e-18,0.0,0.0,2.4572927573276447e-09,2.4572927573276447e-09,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0033040312559436,0.0034594525923414,0.0033817419241425,7.426045197174511e-13,7.426045197174511e-13,2.4403700627494108e-12,2.4403700627494108e-12,0.0,0.0,4.023701406659415e-12,4.023701406659415e-12,1.6848075227080927e-17,1.6848075227080927e-17,0.0,0.0,5.952342004516322e-09,5.952342004516322e-09,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0034594525923414,0.0036221849345791,0.0035408187634602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0036221849345791,0.0037925721917212,0.0037073785631501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0037925721917212,0.0039709744502839,0.0038817733210025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0039709744502839,0.0041577687352211,0.0040643715927525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0041577687352211,0.0043533498067072,0.0042555592709642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0043533498067072,0.0045581309943997,0.0044557404005534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0045581309943997,0.0047725450709466,0.0046653380326731,6.268172400777004e-13,6.268172400777003e-13,2.072419381068237e-12,2.072419381068237e-12,0.0,0.0,3.405942937872112e-12,3.405942937872112e-12,1.4307295571524464e-17,1.4307295571524468e-17,0.0,0.0,5.054164349496967e-09,5.054164349496967e-09,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0047725450709466,0.004997045166583,0.0048847951187648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.004997045166583,0.0052321057267496,0.0051145754466663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0052321057267496,0.0054782235147587,0.0053551646207542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0054782235147587,0.0057359186616244,0.0056070710881915,8.018611702544437e-13,8.018611702544437e-13,2.6633899169331985e-12,2.6633899169331985e-12,0.0,0.0,4.367939229765936e-12,4.367939229765936e-12,1.8386719931653945e-17,1.8386719931653945e-17,0.0,0.0,6.494761566901082e-09,6.494761566901082e-09,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0057359186616244,0.0060057357652776,0.005870827213451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0060057357652776,0.0062882450414873,0.0061469904033825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0062882450414873,0.0065840435289218,0.0064361442852046,4.937976157676022e-12,3.5841623884916386e-12,1.647879716446534e-11,1.1961933710505187e-11,0.0,0.0,2.697287654730124e-11,1.9578910650930366e-11,1.1375876990681255e-16,8.257728258764152e-17,0.0,0.0,4.018017388752996e-08,2.9166676254959943e-08,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0065840435289218,0.006893756350895,0.0067388999399084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.006893756350895,0.0072180380364659,0.0070558971936804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0072180380364659,0.0075575739036824,0.0073878059700741,2.049271823410208e-12,2.049271823410208e-12,6.875938533591981e-12,6.875938533591982e-12,0.0,0.0,1.1232012949002139e-11,1.1232012949002139e-11,4.7465723021344186e-17,4.7465723021344186e-17,0.0,0.0,1.6763788055657197e-08,1.6763788055657197e-08,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0075575739036824,0.0079130815078922,0.0077353277057873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0079130815078922,0.0082853121581829,0.0080991968330376,9.94561790125228e-13,9.94561790125228e-13,3.355753472614705e-12,3.355753472614705e-12,0.0,0.0,5.471326005316625e-12,5.471326005316625e-12,2.3164713818308836e-17,2.316471381830883e-17,0.0,0.0,8.180588529699192e-09,8.180588529699192e-09,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0082853121581829,0.0086750525051547,0.0084801823316688,7.760448354122697e-13,7.760448354122697e-13,2.623121270026416e-12,2.623121270026416e-12,0.0,0.0,4.274372020370022e-12,4.274372020370022e-12,1.810722114876453e-17,1.810722114876453e-17,0.0,0.0,6.394384329960593e-09,6.394384329960593e-09,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0086750525051547,0.009083126203382,0.0088790893542684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.009083126203382,0.0095103956520773,0.0092967609277296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0095103956520773,0.009957763817635,0.0097340797348561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.009957763817635,0.0104261761419088,0.0101919699797719,1.7145093671863065e-12,1.7145093671863065e-12,5.860860910627176e-12,5.860860910627177e-12,0.0,0.0,9.51826413646644e-12,9.51826413646644e-12,4.0455076740208047e-17,4.0455076740208047e-17,0.0,0.0,1.4284124720415291e-08,1.4284124720415291e-08,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0104261761419088,0.0109166225402528,0.0106713993410808,4.9467827462354974e-12,3.478449969511457e-12,1.6936980995721335e-11,1.1912243880969814e-11,0.0,0.0,2.7494094825653387e-11,1.9336175078374478e-11,1.169080742441361e-16,8.22245785884474e-17,0.0,0.0,4.127772167714208e-08,2.9031640664100968e-08,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0109166225402528,0.0114301394935514,0.0111733810169021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0114301394935514,0.0119678122386577,0.0116989758661046,2.469930405514576e-12,1.7026227833713213e-12,8.517631529310254e-12,5.871072133999791e-12,0.0,0.0,1.3799864426555523e-11,9.512238574119707e-12,5.879138007450599e-17,4.0524006566146266e-17,0.0,0.0,2.0755927920552976e-08,1.4306762394467734e-08,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0119678122386577,0.0125307770618697,0.0122492946502637,2.6342930385646785e-13,2.634293038564678e-13,9.098855904110371e-13,9.098855904110371e-13,0.0,0.0,1.4735364078815226e-12,1.4735364078815226e-12,6.280273104408929e-18,6.28027310440893e-18,0.0,0.0,2.217161881951659e-09,2.217161881951659e-09,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0125307770618697,0.0131202237002919,0.0128255003810808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0131202237002919,0.0137373978561563,0.0134288107782241,7.967645460189214e-13,7.967645460189214e-13,2.7795324151921358e-12,2.7795324151921358e-12,0.0,0.0,4.48983053759916e-12,4.489830537599159e-12,1.9184228380401444e-17,1.9184228380401444e-17,0.0,0.0,6.771775218209395e-09,6.7717752182093965e-09,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0137373978561563,0.014383603829417,0.0140605008427867,3.2513382483236013e-12,2.131358902474362e-12,1.1374223821402076e-11,7.459140672134406e-12,0.0,0.0,1.8358377590956052e-11,1.2038043238207774e-11,7.850352697207324e-17,5.148200331215349e-17,0.0,0.0,2.7709641470804814e-08,1.8171666786021348e-08,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.014383603829417,0.0150602072741823,0.0147219055517997,7.608171298196041e-13,7.608171298196042e-13,2.668586240160982e-12,2.668586240160982e-12,0.0,0.0,4.304673398458576e-12,4.304673398458575e-12,1.841803356224406e-17,1.841803356224406e-17,0.0,0.0,6.500819104947242e-09,6.500819104947242e-09,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0150602072741823,0.0157686380848078,0.015414422679495,2.327142255880823e-12,1.3527240225138653e-12,8.213187030861898e-12,4.774301606263968e-12,0.0,0.0,1.3227836806041516e-11,7.689249539087256e-12,5.668413072064162e-17,3.2950315376507973e-17,0.0,0.0,2.0005465740963884e-08,1.1629112878249085e-08,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0157686380848078,0.0165103934177527,0.0161395157512802,3.884775573008273e-12,2.931064558625149e-12,1.3767805109031009e-11,1.0387569318971531e-11,0.0,0.0,2.2150283832854165e-11,1.6712100041448308e-11,9.501804723491359e-17,7.168947011954707e-17,0.0,0.0,3.35326423088916e-08,2.52998063588706e-08,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0165103934177527,0.0172870408555829,0.0168987171366678,3.631142831742029e-12,2.896732866980504e-12,1.2915303174772556e-11,1.0301076372153988e-11,0.0,0.0,2.0759509697981065e-11,1.655837374590828e-11,8.913302794533055e-17,7.109140067262236e-17,0.0,0.0,3.1454192615142895e-08,2.5087545794918527e-08,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0172870408555829,0.0181002217198085,0.0176936312876957,1.4253846085401194e-12,7.182202252163928e-13,5.095742188629157e-12,2.56726219242238e-12,0.0,0.0,8.17976943818971e-12,4.121170051770234e-12,3.5166657682626105e-17,1.7717162657557778e-17,0.0,0.0,1.2409081397291925e-08,6.251778408956046e-09,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0181002217198085,0.0189516545395578,0.0185259381296831,1.211402152369929e-13,1.2114021523699284e-13,4.349413004916893e-13,4.349413004916893e-13,0.0,0.0,6.973761496178726e-13,6.973761496178726e-13,3.0015475411367105e-18,3.0015475411367105e-18,0.0,0.0,1.059076963557343e-09,1.059076963557343e-09,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0189516545395578,0.0198431386834161,0.0193973966114869,6.971307090947043e-12,3.103895147562356e-12,2.5192435597977756e-11,1.1219430796898102e-11,0.0,0.0,4.032141352111904e-11,1.7955865969946457e-11,1.7384838724833727e-16,7.742314080580352e-17,0.0,0.0,6.133555831653666e-08,2.731560807834633e-08,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0198431386834161,0.0207765581621072,0.0203098484227617,3.649609557531242e-12,2.384593676044648e-12,1.3221675426105188e-11,8.637238139247444e-12,0.0,0.0,2.114695128475433e-11,1.3815256832437943e-11,9.123919403299584e-17,5.960329309053752e-17,0.0,0.0,3.218898842459532e-08,2.1027968725676665e-08,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0207765581621072,0.0217538856100516,0.0212652218860794,4.819646228100372e-12,2.5875454513665848e-12,1.7564186625446168e-11,9.428129707292666e-12,0.0,0.0,2.8044244896900918e-11,1.5054402500853612e-11,1.212019473720385e-16,6.505901729115795e-17,0.0,0.0,4.2755964612185463e-08,2.295069150852232e-08,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0217538856100516,0.0227771864542174,0.0222655360321345,2.5467667740822708e-12,1.520648687161966e-12,9.337353048646252e-12,5.569213898629936e-12,0.0,0.0,1.4881457375689516e-11,8.87894814174516e-12,6.443046239578998e-17,3.842943152585146e-17,0.0,0.0,2.2726756280304038e-08,1.3555563651621734e-08,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0227771864542174,0.0238486232790739,0.0233129048666456,1.3267204465003859e-11,5.617807005264384e-12,4.890275379344091e-11,2.07070085473245e-11,0.0,0.0,7.780705243564526e-11,3.294615050583892e-11,3.374331613918867e-16,1.428801282684626e-16,0.0,0.0,1.1901354892009565e-07,5.0394200073872965e-08,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
100.0,0.0238486232790739,0.024970460396871,0.0244095418379724,2.4278842336346653e-12,1.647868765298677e-12,8.986935060844943e-12,6.098613027104824e-12,0.0,0.0,1.4278860386341483e-11,9.690330066249588e-12,6.200911370056971e-17,4.2079971695043445e-17,0.0,0.0,2.1869225421201342e-08,1.4840707706844597e-08,0.0,0.0,0.0,0.0,0.0,0.0,tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,62.503235630731844,625.0323563073184
