filename,br_vol_m3,fertile_kg/m3,fertile_mt,energy mid [eV],mean
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,0.503037449544685,0.0
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,0.51474606029118,0.0
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,0.5267271985915121,0.0
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,0.538987207748846,0.0
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,0.5515325787119492,0.0
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,0.5643699535117654,0.0
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,0.5775061287779762,0.0
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,0.5909480593374143,0.0
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,0.604702861896232,0.0
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,0.6187778188077759,0.0
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,0.6331803819281627,0.0
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,0.6479181765615931,5.827699745155127e-12
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,0.6629990054975003,3.200775372309642e-12
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,0.6784308531416664,0.0
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,0.6942218897434902,0.0
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,0.7103804757216512,3.0867009481929414e-11
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,0.726915166090456,0.0
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,0.743834714989212,3.769708246158507e-12
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,0.7611480803170255,1.2047661668956143e-11
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,0.7788644284754785,1.8052792156033669e-12
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,0.796993139221696,2.0180481903723168e-11
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,0.8155438106343716,0.0
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,0.8345262641953819,1.3991436077745111e-11
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,0.853950549989679,3.3407370697413225e-12
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,0.8738269520262161,0.0
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,0.8941659936827203,4.662329492016714e-12
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,0.9149784432771988,1.7572269971251954e-11
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,0.9362753197691248,5.233274880921984e-12
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,0.958067898593324,1.567371666604596e-11
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,0.98036771762965,1.1142108992780029e-11
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,1.0031865833116087,8.169805914206535e-12
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,1.0265365768771653,1.2132529203826643e-11
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,1.050430060765042,3.287355484624795e-11
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,1.0748796851599,6.861880396436287e-12
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,1.0998983946898635,7.361339108148816e-12
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,1.1254994352799326,3.198752931004653e-11
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,1.1516963611649147,1.1571797503572931e-11
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,1.178503042065591,2.5547045340046064e-11
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,1.2059336705319126,4.338541356564346e-11
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,1.2340027694571123,7.425016219158901e-11
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,1.2627251997667202,2.99289419540587e-11
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,1.2921161682865403,2.20617989498712e-11
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,1.322191235793767,3.18826749474774e-11
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,1.352966325255493,2.49354214582818e-11
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,1.384457730258979,3.723414462493445e-11
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,1.4166821236381406,5.3778770439886715e-11
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,1.44965656630083,6.376236660323858e-11
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,1.4833985162615737,5.67618882807647e-11
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,1.5179258378845573,6.523528842450714e-11
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,1.5532568113417504,5.2071290057234813e-11
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,1.5894101422911728,4.783234049331316e-11
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,1.626404971780434,5.861101214668484e-11
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,1.6642608863807848,5.379495685495965e-11
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,1.7029979285570436,9.592093679724359e-11
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,1.7426366072788952,7.421398653736412e-11
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,1.7831979088791825,8.348800945019249e-11
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,1.824703308164917,8.862656034540059e-11
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,1.8671747797869256,1.390345608282151e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,1.91063480987412,7.298105665814016e-11
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,1.9551064079385736,7.692159886446344e-11
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,2.000613119057697,9.699749878618155e-11
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,2.0471790363399585,1.2231392487929189e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,2.0948288136807607,1.6759309585912697e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,2.143587678815216,1.2461242876382977e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,2.193481446674741,1.3958718670157385e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,2.2445365330545304,1.1148301602775475e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,2.29677996859916,1.470703482145035e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,2.3502394131137088,1.5292861848207928e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,2.4049431702079898,1.364722977169262e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,2.460920202281633,1.501784429729319e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,2.5182001458579646,9.262011577106659e-11
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,2.576813327274785,2.0614370293350367e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,2.6367907787403766,2.356848451144784e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,2.698164254763213,2.36184424952234e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,2.760966248964092,2.4026785462704577e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,2.8252300112795834,2.3958586466200214e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,2.890989565565908,2.7060203592885584e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,2.9582797276125463,2.3474126349295396e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,3.0271361235751404,2.7358034405674003e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,3.097595208837432,3.30258347166532e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,3.169694287312231,2.783259734234487e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,3.243471531191627,4.1086772067634984e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,3.3189660011569035,3.335425400514546e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,3.396217667058857,3.7050266596751206e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,3.475267429079465,4.641192150830565e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,3.556157139386111,3.718632929860032e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,3.638929624289826,5.21388015651292e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,3.7236287069192864,4.0679468071313873e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,3.810299230422565,4.231132548975411e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,3.8989870817089214,4.5250841030586804e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,3.9897392157432017,4.685074117228546e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,4.082603680405715,4.871488109955491e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,4.177629641930736,5.43487980153175e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,4.274867410937118,5.921419301332462e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,4.374368469064784,6.251347656158116e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,4.4761854962312135,6.583829924468796e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,4.5803723985223215,6.312291912219194e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,4.686984336732546,6.234812109346322e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,4.796077755569238,7.085998205746195e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,4.9077104135367735,7.49412618326659e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,5.021941413516263,7.817193047960983e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,5.138831234057031,7.63910180900952e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,5.258441761396426,8.446690786830979e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,5.380836322224913,8.355803971861177e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,5.50607971721381,9.32646033784929e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,5.634238255323408,1.0331146697731497e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,5.76537978890963,9.721966464727666e-10
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,5.899573749647846,1.028278060207235e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,6.036891185292824,1.0521891929584307e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,6.177404797294312,1.0000958946969114e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,6.32118897928815,1.1070363428837937e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,6.468319856483296,1.2788666215925625e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,6.618875325965611,1.223760117966095e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,6.772935097939758,1.2956251667245635e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,6.930580737931031,1.3134836273190865e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,7.091895709969473,1.307053242676503e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,7.256965420779139,1.3646107373224185e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,7.425877264995883,1.4677324098187135e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,7.598720671437652,1.546635826919728e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,7.775587150451765,1.5703669977989722e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,7.9565703423641985,1.6299232302803805e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,8.141766067056604,2.5287970898103046e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,8.331272374697262,8.982593711768981e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,8.52518959765283,3.839183617098616e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,8.723620403608395,1.902581086930166e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,8.926669849923938,1.974829106423163e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,9.134445439255972,1.9447687066963018e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,9.347057176473848,2.0752151403357126e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,9.564617626900796,2.1692959285306135e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,9.787241975910613,2.2316352144926916e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,10.0150480899115,2.2497104238659464e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,10.248156578749338,2.435642526688796e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,10.48669085956345,2.429903775705975e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,10.730777222128683,2.7110767468501156e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,10.980544895718356,2.8172769959193488e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,11.236126117523506,2.850842965174354e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,11.497656202664654,3.173883255503349e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,11.765273615833143,3.0254966702701892e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,12.039120044600008,3.3337730550651337e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,12.319340474431106,3.514300639229331e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,12.60608326544838,3.903357319714134e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,12.899500230977754,7.167184731501817e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,13.19974671792529,1.3763931913756675e-08
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,13.50698168902416,4.989779036437889e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,13.82136780699602,5.045078876300423e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,14.143071520671269,5.198509482338756e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,14.47226315311387,5.838464728204153e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,14.809116991797303,6.183412838587529e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,15.153811380879471,6.967557257776582e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,15.506528815625373,7.48270100552285e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,15.867456039027529,8.363643181347157e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,16.236784140675333,9.554858878716227e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,16.614708657925696,1.0461025519786016e-08
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,17.00142967942847,1.2273773300933601e-08
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,17.39715195106155,1.4416340248498265e-08
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,17.802084984331685,1.718896993315951e-08
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,18.216443167298436,2.031234820840482e-08
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,18.640445878079905,2.5829626817589692e-08
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,19.07431760100052,3.286924447203385e-08
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,19.51828804544215,4.470129023301023e-08
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,19.97259226746162,6.445675291484015e-08
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,20.43747079423896,1.1222433086288997e-07
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,20.913169751422352,2.5765874648736216e-07
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,21.399940993437056,7.561572137818314e-06
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,21.8980422368274,6.0778123151831885e-05
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,22.407737196702428,1.2058477105814227e-06
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,22.92929572635746,3.598760573604851e-06
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,23.4629939601454,0.00010875006837121726
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,24.009114459673537,3.991865803990476e-06
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,24.56794636340318,3.2248910541097907e-07
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,25.139785539731346,1.3851377278073056e-07
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,25.72493474363555,8.296027820452025e-08
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,26.323703776964656,5.5977542804801155e-08
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,26.936409652460583,3.948346513631471e-08
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,27.5633767615978,3.041997188105108e-08
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,28.20493704632937,2.5051311330086e-08
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,28.861430174830588,2.044621315906712e-08
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,29.533203721333145,1.704595767105828e-08
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,30.220613350145097,1.4719352340187201e-08
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,30.92402300395407,1.344423987669232e-08
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,31.643805096513372,1.1850149487679876e-08
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,32.38034070981294,1.0931175075936752e-08
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,33.13401979583972,1.0133934439615773e-08
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,33.90524138303425,9.459868943812152e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,34.694413787552485,8.89753356829528e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,35.50195482944502,8.831724155807579e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,36.32829205386809,1.0132649149636691e-08
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,37.17386295744341,3.278432190922431e-08
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,38.039115219886725,2.3498795114483e-08
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,38.92450694102767,9.084215578879116e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,39.83050688334657,8.264673200711815e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,40.75759472015635,2.7423138571624857e-08
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,41.70626128956117,1.138425119252543e-08
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,42.67700885432613,8.729838637372918e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,43.67035136779566,9.04058620875697e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,44.686814746001374,9.682737348579673e-09
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,45.72693714610348,1.049707893089408e-08
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,46.79126925131308,5.036899655294821e-08
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,47.88037456244637,1.5405622681345035e-08
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,48.99482969626492,1.3550682137444628e-08
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,50.13522469076008,1.508610279115341e-08
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,51.30216331754328,1.7655755319227396e-08
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,52.496263401507086,2.0802490213367094e-08
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,53.71815714792707,2.61834596148119e-08
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,54.968491477177146,3.492665598171031e-08
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,56.2479283672354,5.479669348618795e-08
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,57.55714520416234,1.280863419895818e-07
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,58.896835140736655,3.1907512419983674e-05
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,60.26770746343856,2.2631517946546232e-05
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,61.67048796797502,1.4910138850059722e-07
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,63.10591934354554,1.256344391536377e-07
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,64.57476156605216,1.84431896020366e-07
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,66.07779230046165,4.0235357570580873e-07
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,67.61580731253306,2.0431212048636033e-06
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,69.1896208901286,0.00020489429742633238
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,70.80006627433076,2.5849460942649817e-06
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,72.4479961005942,4.02745034479467e-07
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,74.13428285016569,1.691112151246348e-07
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,75.85981931201124,9.424058379250124e-08
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,77.62551905549499,6.063896720855945e-08
tallies_ARC_900K_Li07.5_Th001.50kgm3,291.1,1.5,0.43665000000000004,79.43231691406014,4.218282766073464e-08
